SITECODE	SITETYPE	CELLCODE
BE31011C0	C	1kmE3934N3066
BE31011C0	C	1kmE3934N3067
BE31011C0	C	1kmE3934N3068
BE31011C0	C	1kmE3934N3069
BE31011C0	C	1kmE3935N3067
BE31011C0	C	1kmE3935N3068
BE31011C0	C	1kmE3935N3069
BE31011C0	C	1kmE3936N3065
BE31011C0	C	1kmE3936N3067
BE31011C0	C	1kmE3936N3068
BE31011C0	C	1kmE3936N3069
BE31011C0	C	1kmE3937N3068
BE31011C0	C	1kmE3937N3069
BE31011C0	C	1kmE3937N3070
BE32005C0	C	1kmE3871N3085
BE32005C0	C	1kmE3871N3086
BE32005C0	C	1kmE3872N3083
BE32005C0	C	1kmE3872N3084
BE32005C0	C	1kmE3872N3085
BE32005C0	C	1kmE3872N3086
BE32005C0	C	1kmE3873N3084
BE32005C0	C	1kmE3873N3085
BE32005C0	C	1kmE3873N3086
BE32005C0	C	1kmE3874N3082
BE32005C0	C	1kmE3874N3083
BE32005C0	C	1kmE3874N3085
BE32005C0	C	1kmE3875N3082
BE32005C0	C	1kmE3876N3090
BE32005C0	C	1kmE3876N3091
BE32005C0	C	1kmE3877N3090
BE32005C0	C	1kmE3877N3091
BE32005C0	C	1kmE3878N3091
BE32005C0	C	1kmE3879N3086
BE32005C0	C	1kmE3880N3086
BE32005C0	C	1kmE3880N3088
BE32005C0	C	1kmE3880N3089
BE32005C0	C	1kmE3881N3085
BE32005C0	C	1kmE3883N3080
BE32005C0	C	1kmE3883N3081
BE32005C0	C	1kmE3884N3081
BE32005C0	C	1kmE3884N3082
BE32005C0	C	1kmE3887N3087
BE32005C0	C	1kmE3887N3088
BE32005C0	C	1kmE3888N3086
BE32005C0	C	1kmE3888N3087
BE32005C0	C	1kmE3888N3088
BE32005C0	C	1kmE3889N3087
BE32005C0	C	1kmE3889N3088
BE32005C0	C	1kmE3890N3087
BE32005C0	C	1kmE3890N3088
BE32011C0	C	1kmE3868N3061
BE32011C0	C	1kmE3868N3062
BE32011C0	C	1kmE3868N3063
BE32011C0	C	1kmE3869N3060
BE32011C0	C	1kmE3869N3061
BE32011C0	C	1kmE3869N3062
BE32011C0	C	1kmE3869N3063
BE32011C0	C	1kmE3870N3060
BE32011C0	C	1kmE3870N3061
BE32011C0	C	1kmE3870N3062
BE32011C0	C	1kmE3871N3061
BE32047C0	C	1kmE3904N3033
BE32047C0	C	1kmE3904N3034
BE32047C0	C	1kmE3904N3035
BE32047C0	C	1kmE3904N3036
BE32047C0	C	1kmE3904N3037
BE32047C0	C	1kmE3905N3036
BE32047C0	C	1kmE3905N3037
BE32014C0	C	1kmE3892N3058
BE32014C0	C	1kmE3893N3057
BE32014C0	C	1kmE3893N3058
BE32014C0	C	1kmE3894N3057
BE32014C0	C	1kmE3894N3058
BE32014C0	C	1kmE3896N3053
BE32014C0	C	1kmE3896N3054
BE32014C0	C	1kmE3896N3055
BE32014C0	C	1kmE3897N3053
BE32014C0	C	1kmE3897N3054
BE32014C0	C	1kmE3897N3055
BE32014C0	C	1kmE3898N3053
BE32014C0	C	1kmE3898N3054
BE32014C0	C	1kmE3898N3055
BE32014C0	C	1kmE3899N3054
BE32014C0	C	1kmE3899N3055
BE32014C0	C	1kmE3899N3056
BE32014C0	C	1kmE3900N3054
BE32014C0	C	1kmE3900N3055
BE32014C0	C	1kmE3900N3056
BE32014C0	C	1kmE3901N3055
BE32014C0	C	1kmE3901N3056
BE32014C0	C	1kmE3903N3054
BE32014C0	C	1kmE3903N3055
BE32014C0	C	1kmE3904N3054
BE32014C0	C	1kmE3904N3055
BE32017C0	C	1kmE3870N3058
BE32017C0	C	1kmE3871N3055
BE32017C0	C	1kmE3871N3056
BE32017C0	C	1kmE3871N3057
BE32017C0	C	1kmE3871N3058
BE32017C0	C	1kmE3871N3059
BE32017C0	C	1kmE3872N3056
BE32017C0	C	1kmE3872N3057
BE32017C0	C	1kmE3872N3058
BE32017C0	C	1kmE3872N3059
BE32017C0	C	1kmE3873N3054
BE32017C0	C	1kmE3873N3055
BE32017C0	C	1kmE3873N3056
BE32017C0	C	1kmE3873N3057
BE32017C0	C	1kmE3873N3058
BE32017C0	C	1kmE3873N3059
BE32017C0	C	1kmE3874N3054
BE32017C0	C	1kmE3874N3055
BE32017C0	C	1kmE3874N3056
BE32017C0	C	1kmE3874N3057
BE32017C0	C	1kmE3874N3058
BE32017C0	C	1kmE3874N3059
BE32017C0	C	1kmE3875N3054
BE32017C0	C	1kmE3875N3055
BE32017C0	C	1kmE3875N3056
BE32017C0	C	1kmE3876N3054
BE32017C0	C	1kmE3876N3055
BE32017C0	C	1kmE3876N3056
BE32017C0	C	1kmE3876N3057
BE32017C0	C	1kmE3876N3058
BE32017C0	C	1kmE3877N3054
BE32017C0	C	1kmE3877N3055
BE32017C0	C	1kmE3877N3056
BE32017C0	C	1kmE3877N3057
BE32017C0	C	1kmE3877N3058
BE32017C0	C	1kmE3878N3054
BE32017C0	C	1kmE3878N3055
BE32017C0	C	1kmE3878N3056
BE32017C0	C	1kmE3878N3057
BE32017C0	C	1kmE3878N3058
BE32017C0	C	1kmE3879N3054
BE32017C0	C	1kmE3879N3055
BE32017C0	C	1kmE3879N3056
BE32017C0	C	1kmE3879N3057
BE32017C0	C	1kmE3879N3058
BE32017C0	C	1kmE3883N3056
BE32017C0	C	1kmE3883N3057
BE32017C0	C	1kmE3884N3056
BE32017C0	C	1kmE3884N3057
BE32017C0	C	1kmE3885N3056
BE32017C0	C	1kmE3885N3057
BE32017C0	C	1kmE3887N3060
BE32017C0	C	1kmE3887N3061
BE32017C0	C	1kmE3888N3061
BE32017C0	C	1kmE3888N3062
BE32020C0	C	1kmE3909N3046
BE32020C0	C	1kmE3909N3047
BE32020C0	C	1kmE3910N3046
BE32020C0	C	1kmE3910N3047
BE32020C0	C	1kmE3910N3048
BE32020C0	C	1kmE3911N3046
BE32020C0	C	1kmE3911N3047
BE32020C0	C	1kmE3911N3048
BE35026C0	C	1kmE3917N3013
BE35026C0	C	1kmE3917N3014
BE35026C0	C	1kmE3918N3013
BE35026C0	C	1kmE3918N3014
BE35026C0	C	1kmE3918N3015
BE35026C0	C	1kmE3918N3016
BE35026C0	C	1kmE3918N3017
BE35026C0	C	1kmE3919N3012
BE35026C0	C	1kmE3919N3013
BE35026C0	C	1kmE3919N3014
BE35026C0	C	1kmE3919N3015
BE35026C0	C	1kmE3919N3016
BE35026C0	C	1kmE3919N3017
BE35026C0	C	1kmE3919N3018
BE35026C0	C	1kmE3920N3011
BE35026C0	C	1kmE3920N3012
BE35026C0	C	1kmE3920N3013
BE35026C0	C	1kmE3920N3014
BE35026C0	C	1kmE3920N3015
BE35026C0	C	1kmE3920N3016
BE35026C0	C	1kmE3920N3017
BE35026C0	C	1kmE3920N3018
BE35026C0	C	1kmE3920N3019
BE35026C0	C	1kmE3921N3011
BE35026C0	C	1kmE3921N3012
BE35026C0	C	1kmE3921N3013
BE35026C0	C	1kmE3921N3014
BE35026C0	C	1kmE3921N3015
BE35026C0	C	1kmE3921N3016
BE35026C0	C	1kmE3921N3018
BE35026C0	C	1kmE3921N3019
BE35026C0	C	1kmE3921N3020
BE35026C0	C	1kmE3922N3011
BE35026C0	C	1kmE3922N3012
BE35026C0	C	1kmE3922N3013
BE35026C0	C	1kmE3922N3014
BE35026C0	C	1kmE3922N3015
BE35026C0	C	1kmE3922N3018
BE35026C0	C	1kmE3922N3019
BE35026C0	C	1kmE3922N3020
BE35026C0	C	1kmE3923N3011
BE35026C0	C	1kmE3923N3012
BE35026C0	C	1kmE3923N3013
BE35026C0	C	1kmE3923N3014
BE35026C0	C	1kmE3923N3015
BE35026C0	C	1kmE3923N3016
BE35026C0	C	1kmE3923N3017
BE35026C0	C	1kmE3923N3018
BE35026C0	C	1kmE3923N3019
BE35026C0	C	1kmE3923N3020
BE35026C0	C	1kmE3924N3013
BE35026C0	C	1kmE3924N3014
BE35026C0	C	1kmE3924N3015
BE35026C0	C	1kmE3924N3016
BE35026C0	C	1kmE3924N3017
BE35026C0	C	1kmE3924N3018
BE35026C0	C	1kmE3924N3019
BE35026C0	C	1kmE3924N3020
BE35026C0	C	1kmE3925N3013
BE35026C0	C	1kmE3925N3014
BE35026C0	C	1kmE3925N3015
BE35026C0	C	1kmE3925N3017
BE35026C0	C	1kmE3925N3018
BE35026C0	C	1kmE3925N3019
BE35026C0	C	1kmE3925N3020
BE35026C0	C	1kmE3926N3014
BE35026C0	C	1kmE3926N3019
BE35026C0	C	1kmE3926N3020
BE35026C0	C	1kmE3927N3019
BE35026C0	C	1kmE3927N3020
BE32030C0	C	1kmE3909N3023
BE32030C0	C	1kmE3909N3024
BE32030C0	C	1kmE3909N3025
BE32030C0	C	1kmE3909N3029
BE32030C0	C	1kmE3910N3023
BE32030C0	C	1kmE3910N3024
BE32030C0	C	1kmE3910N3025
BE32030C0	C	1kmE3910N3026
BE32030C0	C	1kmE3910N3027
BE32030C0	C	1kmE3910N3028
BE32030C0	C	1kmE3910N3029
BE32030C0	C	1kmE3910N3030
BE32030C0	C	1kmE3911N3024
BE32030C0	C	1kmE3911N3025
BE32030C0	C	1kmE3911N3026
BE32030C0	C	1kmE3911N3028
BE32030C0	C	1kmE3912N3023
BE32030C0	C	1kmE3912N3024
BE32030C0	C	1kmE3913N3022
BE32030C0	C	1kmE3913N3023
BE32030C0	C	1kmE3914N3022
BE32030C0	C	1kmE3914N3023
BE32030C0	C	1kmE3914N3028
BE32030C0	C	1kmE3915N3023
BE32030C0	C	1kmE3915N3024
BE32030C0	C	1kmE3916N3023
BE32030C0	C	1kmE3916N3024
BE32030C0	C	1kmE3917N3024
BE32033C0	C	1kmE3915N3020
BE32033C0	C	1kmE3916N3019
BE32033C0	C	1kmE3916N3020
BE32033C0	C	1kmE3916N3021
BE32033C0	C	1kmE3917N3017
BE32033C0	C	1kmE3917N3018
BE32033C0	C	1kmE3917N3019
BE32033C0	C	1kmE3917N3020
BE32033C0	C	1kmE3917N3021
BE32033C0	C	1kmE3917N3022
BE32033C0	C	1kmE3918N3017
BE32033C0	C	1kmE3918N3018
BE32033C0	C	1kmE3918N3019
BE32033C0	C	1kmE3918N3020
BE32033C0	C	1kmE3918N3021
BE32033C0	C	1kmE3918N3022
BE32033C0	C	1kmE3919N3018
BE32033C0	C	1kmE3919N3019
BE32033C0	C	1kmE3920N3018
BE32033C0	C	1kmE3920N3019
BE32039C0	C	1kmE3901N3001
BE32039C0	C	1kmE3901N3002
BE32039C0	C	1kmE3902N3001
BE32039C0	C	1kmE3902N3002
BE32039C0	C	1kmE3902N3003
BE32039C0	C	1kmE3903N3001
BE32039C0	C	1kmE3903N3002
BE32039C0	C	1kmE3904N3001
BE32039C0	C	1kmE3904N3002
BE32039C0	C	1kmE3905N2999
BE32039C0	C	1kmE3905N3001
BE32039C0	C	1kmE3905N3002
BE32039C0	C	1kmE3906N2999
BE32039C0	C	1kmE3906N3001
BE32039C0	C	1kmE3906N3002
BE32039C0	C	1kmE3906N3003
BE32039C0	C	1kmE3907N2999
BE32039C0	C	1kmE3907N3002
BE32039C0	C	1kmE3907N3003
BE32039C0	C	1kmE3908N2999
BE32039C0	C	1kmE3908N3002
BE32039C0	C	1kmE3908N3003
BE32039C0	C	1kmE3909N3002
BE32039C0	C	1kmE3909N3003
BE32039C0	C	1kmE3910N2999
BE32039C0	C	1kmE3910N3000
BE32039C0	C	1kmE3910N3002
BE32039C0	C	1kmE3911N2999
BE32039C0	C	1kmE3911N3000
BE32039C0	C	1kmE3911N3001
BE32039C0	C	1kmE3911N3002
BE32039C0	C	1kmE3912N2999
BE32039C0	C	1kmE3912N3000
BE32039C0	C	1kmE3912N3001
BE32039C0	C	1kmE3912N3002
BE32039C0	C	1kmE3913N2999
BE32039C0	C	1kmE3913N3000
BE32039C0	C	1kmE3913N3001
BE32039C0	C	1kmE3913N3002
BE32039C0	C	1kmE3914N2999
BE32039C0	C	1kmE3914N3000
BE32039C0	C	1kmE3914N3001
BE32039C0	C	1kmE3915N3000
BE32039C0	C	1kmE3916N3000
BE32039C0	C	1kmE3916N3001
BE32039C0	C	1kmE3917N3000
BE32039C0	C	1kmE3917N3001
BE32040C0	C	1kmE3915N2997
BE32040C0	C	1kmE3915N2998
BE32040C0	C	1kmE3916N2997
BE32040C0	C	1kmE3916N2998
BE32040C0	C	1kmE3917N2997
BE32040C0	C	1kmE3917N2998
BE32040C0	C	1kmE3917N2999
BE32040C0	C	1kmE3918N2997
BE32040C0	C	1kmE3918N2998
BE32040C0	C	1kmE3918N2999
BE32040C0	C	1kmE3918N3000
BE32040C0	C	1kmE3918N3001
BE32040C0	C	1kmE3918N3002
BE32040C0	C	1kmE3918N3003
BE32040C0	C	1kmE3919N2997
BE32040C0	C	1kmE3919N2998
BE32040C0	C	1kmE3919N2999
BE32040C0	C	1kmE3919N3000
BE32040C0	C	1kmE3919N3001
BE32040C0	C	1kmE3919N3002
BE32040C0	C	1kmE3919N3003
BE32040C0	C	1kmE3920N2996
BE32040C0	C	1kmE3920N2997
BE32040C0	C	1kmE3920N2998
BE32040C0	C	1kmE3920N2999
BE32040C0	C	1kmE3920N3000
BE32040C0	C	1kmE3921N2996
BE32040C0	C	1kmE3921N2997
BE32040C0	C	1kmE3921N2998
BE32040C0	C	1kmE3921N2999
BE32040C0	C	1kmE3921N3000
BE32040C0	C	1kmE3922N3000
BE32040C0	C	1kmE3923N2997
BE32040C0	C	1kmE3923N2999
BE32040C0	C	1kmE3923N3000
BE32040C0	C	1kmE3924N2996
BE32040C0	C	1kmE3924N2997
BE32040C0	C	1kmE3925N2996
BE32040C0	C	1kmE3925N2997
BE32040C0	C	1kmE3925N2998
BE32040C0	C	1kmE3926N2996
BE32040C0	C	1kmE3926N2997
BE32040C0	C	1kmE3926N2998
BE33001B0	B	1kmE3977N3072
BE33001B0	B	1kmE3978N3072
BE33001B0	B	1kmE3978N3073
BE33001B0	B	1kmE3979N3072
BE33001B0	B	1kmE3979N3073
BE33001B0	B	1kmE3980N3072
BE33001B0	B	1kmE3980N3073
BE33004C0	C	1kmE4015N3073
BE33004C0	C	1kmE4015N3074
BE33004C0	C	1kmE4016N3072
BE33004C0	C	1kmE4016N3073
BE33004C0	C	1kmE4016N3074
BE33004C0	C	1kmE4016N3075
BE33004C0	C	1kmE4016N3080
BE33004C0	C	1kmE4016N3081
BE33004C0	C	1kmE4017N3073
BE33004C0	C	1kmE4017N3074
BE33004C0	C	1kmE4017N3081
BE33004C0	C	1kmE4017N3082
BE33004C0	C	1kmE4017N3083
BE33004C0	C	1kmE4017N3084
BE33011C0	C	1kmE3980N3046
BE33011C0	C	1kmE3981N3047
BE33011C0	C	1kmE3981N3048
BE33011C0	C	1kmE3982N3048
BE33011C0	C	1kmE3982N3049
BE33011C0	C	1kmE3982N3052
BE33011C0	C	1kmE3982N3053
BE33011C0	C	1kmE3982N3054
BE33011C0	C	1kmE3982N3055
BE33011C0	C	1kmE3983N3048
BE33011C0	C	1kmE3983N3049
BE33011C0	C	1kmE3983N3050
BE33011C0	C	1kmE3983N3051
BE33011C0	C	1kmE3983N3052
BE33011C0	C	1kmE3983N3053
BE33011C0	C	1kmE3983N3054
BE33011C0	C	1kmE3983N3055
BE33011C0	C	1kmE3984N3049
BE33011C0	C	1kmE3984N3050
BE33011C0	C	1kmE3984N3051
BE33011C0	C	1kmE3984N3052
BE33011C0	C	1kmE3984N3053
BE33011C0	C	1kmE3984N3054
BE33011C0	C	1kmE3984N3055
BE33011C0	C	1kmE3985N3044
BE33011C0	C	1kmE3985N3045
BE33011C0	C	1kmE3985N3046
BE33011C0	C	1kmE3985N3047
BE33011C0	C	1kmE3985N3048
BE33011C0	C	1kmE3985N3049
BE33011C0	C	1kmE3985N3050
BE33011C0	C	1kmE3985N3051
BE33011C0	C	1kmE3985N3052
BE33011C0	C	1kmE3986N3045
BE33011C0	C	1kmE3986N3046
BE33011C0	C	1kmE3986N3047
BE33011C0	C	1kmE3986N3048
BE33011C0	C	1kmE3986N3049
BE33011C0	C	1kmE3986N3050
BE33011C0	C	1kmE3986N3051
BE33011C0	C	1kmE3986N3052
BE33011C0	C	1kmE3986N3053
BE33011C0	C	1kmE3987N3045
BE33011C0	C	1kmE3987N3046
BE33011C0	C	1kmE3987N3047
BE33011C0	C	1kmE3987N3048
BE33011C0	C	1kmE3987N3049
BE33011C0	C	1kmE3987N3050
BE33011C0	C	1kmE3987N3052
BE33011C0	C	1kmE3987N3053
BE33011C0	C	1kmE3988N3046
BE33011C0	C	1kmE3988N3047
BE33011C0	C	1kmE3988N3048
BE33011C0	C	1kmE3989N3046
BE33011C0	C	1kmE3989N3047
BE35014C0	C	1kmE3985N3025
BE35014C0	C	1kmE3986N3024
BE35014C0	C	1kmE3986N3025
BE35014C0	C	1kmE3986N3026
BE35014C0	C	1kmE3987N3024
BE35014C0	C	1kmE3987N3025
BE35014C0	C	1kmE3987N3026
BE35014C0	C	1kmE3987N3027
BE35014C0	C	1kmE3988N3025
BE35014C0	C	1kmE3988N3026
BE35014C0	C	1kmE3988N3027
BE33021C0	C	1kmE4044N3067
BE33021C0	C	1kmE4044N3068
BE33021C0	C	1kmE4045N3066
BE33021C0	C	1kmE4045N3067
BE33021C0	C	1kmE4045N3068
BE33021C0	C	1kmE4046N3065
BE33021C0	C	1kmE4046N3066
BE33021C0	C	1kmE4046N3067
BE33021C0	C	1kmE4046N3068
BE33021C0	C	1kmE4046N3072
BE33021C0	C	1kmE4046N3073
BE33021C0	C	1kmE4047N3067
BE33021C0	C	1kmE4047N3068
BE33021C0	C	1kmE4047N3071
BE33021C0	C	1kmE4047N3072
BE33021C0	C	1kmE4047N3073
BE33021C0	C	1kmE4048N3067
BE33021C0	C	1kmE4048N3068
BE33021C0	C	1kmE4048N3069
BE33021C0	C	1kmE4048N3070
BE33021C0	C	1kmE4048N3071
BE33021C0	C	1kmE4049N3067
BE33021C0	C	1kmE4049N3068
BE33021C0	C	1kmE4049N3069
BE33021C0	C	1kmE4049N3070
BE35018C0	C	1kmE3943N3019
BE35018C0	C	1kmE3943N3020
BE35018C0	C	1kmE3944N3019
BE35018C0	C	1kmE3944N3020
BE35018C0	C	1kmE3944N3021
BE35018C0	C	1kmE3945N3020
BE35018C0	C	1kmE3945N3021
BE35018C0	C	1kmE3945N3023
BE35018C0	C	1kmE3945N3024
BE35018C0	C	1kmE3946N3020
BE35018C0	C	1kmE3946N3021
BE35018C0	C	1kmE3946N3022
BE35018C0	C	1kmE3946N3023
BE35018C0	C	1kmE3946N3024
BE35018C0	C	1kmE3947N3021
BE35018C0	C	1kmE3947N3022
BE35018C0	C	1kmE3947N3023
BE35018C0	C	1kmE3947N3024
BE35018C0	C	1kmE3948N3021
BE35018C0	C	1kmE3948N3022
BE35018C0	C	1kmE3948N3023
BE35018C0	C	1kmE3948N3024
BE35018C0	C	1kmE3949N3022
BE35018C0	C	1kmE3949N3023
BE35018C0	C	1kmE3949N3024
BE35018C0	C	1kmE3950N3022
BE35018C0	C	1kmE3950N3023
BE35018C0	C	1kmE3951N3022
BE35018C0	C	1kmE3951N3023
BE33016C0	C	1kmE4010N3063
BE33016C0	C	1kmE4010N3064
BE33016C0	C	1kmE4011N3062
BE33016C0	C	1kmE4011N3063
BE33016C0	C	1kmE4011N3064
BE33016C0	C	1kmE4012N3060
BE33016C0	C	1kmE4012N3061
BE33016C0	C	1kmE4012N3062
BE33016C0	C	1kmE4012N3063
BE33016C0	C	1kmE4013N3060
BE33016C0	C	1kmE4013N3061
BE33016C0	C	1kmE4013N3062
BE33016C0	C	1kmE4013N3063
BE33016C0	C	1kmE4014N3060
BE33016C0	C	1kmE4014N3061
BE33016C0	C	1kmE4014N3062
BE33016C0	C	1kmE4015N3059
BE33016C0	C	1kmE4015N3060
BE33016C0	C	1kmE4015N3061
BE33016C0	C	1kmE4015N3062
BE33016C0	C	1kmE4016N3059
BE33016C0	C	1kmE4016N3060
BE33016C0	C	1kmE4016N3061
BE33016C0	C	1kmE4016N3062
BE33016C0	C	1kmE4016N3063
BE33016C0	C	1kmE4017N3059
BE33016C0	C	1kmE4017N3060
BE33016C0	C	1kmE4017N3061
BE33016C0	C	1kmE4017N3062
BE33016C0	C	1kmE4018N3060
BE33020C0	C	1kmE4042N3062
BE33020C0	C	1kmE4042N3063
BE33020C0	C	1kmE4042N3064
BE33020C0	C	1kmE4042N3065
BE33020C0	C	1kmE4042N3066
BE33020C0	C	1kmE4043N3062
BE33020C0	C	1kmE4043N3063
BE33020C0	C	1kmE4043N3064
BE33020C0	C	1kmE4043N3065
BE33020C0	C	1kmE4043N3066
BE33020C0	C	1kmE4043N3067
BE33020C0	C	1kmE4044N3062
BE33020C0	C	1kmE4044N3063
BE33020C0	C	1kmE4044N3064
BE33020C0	C	1kmE4044N3065
BE33020C0	C	1kmE4044N3066
BE33020C0	C	1kmE4044N3067
BE33020C0	C	1kmE4045N3061
BE33020C0	C	1kmE4045N3062
BE33020C0	C	1kmE4045N3063
BE33020C0	C	1kmE4045N3064
BE33020C0	C	1kmE4045N3065
BE33020C0	C	1kmE4046N3060
BE33020C0	C	1kmE4046N3061
BE33020C0	C	1kmE4046N3062
BE33020C0	C	1kmE4046N3063
BE33020C0	C	1kmE4046N3064
BE33020C0	C	1kmE4046N3065
BE33020C0	C	1kmE4047N3059
BE33020C0	C	1kmE4047N3060
BE33020C0	C	1kmE4047N3061
BE33020C0	C	1kmE4047N3062
BE33020C0	C	1kmE4047N3063
BE33020C0	C	1kmE4047N3064
BE33020C0	C	1kmE4047N3065
BE33020C0	C	1kmE4048N3060
BE33020C0	C	1kmE4048N3064
BE33020C0	C	1kmE4048N3065
BE35019C0	C	1kmE3946N3016
BE35019C0	C	1kmE3946N3017
BE35019C0	C	1kmE3946N3018
BE35019C0	C	1kmE3947N3016
BE35019C0	C	1kmE3947N3017
BE35019C0	C	1kmE3947N3018
BE35019C0	C	1kmE3947N3019
BE35019C0	C	1kmE3948N3016
BE35019C0	C	1kmE3948N3017
BE35019C0	C	1kmE3948N3018
BE35019C0	C	1kmE3948N3019
BE35019C0	C	1kmE3949N3017
BE35019C0	C	1kmE3949N3018
BE35019C0	C	1kmE3949N3019
BE35019C0	C	1kmE3949N3020
BE35019C0	C	1kmE3949N3021
BE35019C0	C	1kmE3950N3019
BE35019C0	C	1kmE3950N3020
BE35019C0	C	1kmE3950N3021
BE35019C0	C	1kmE3950N3022
BE35019C0	C	1kmE3951N3019
BE35019C0	C	1kmE3951N3020
BE35019C0	C	1kmE3951N3021
BE35019C0	C	1kmE3951N3022
BE35019C0	C	1kmE3951N3023
BE35019C0	C	1kmE3951N3024
BE35019C0	C	1kmE3952N3018
BE35019C0	C	1kmE3952N3019
BE35019C0	C	1kmE3952N3020
BE35019C0	C	1kmE3952N3021
BE35019C0	C	1kmE3952N3022
BE35019C0	C	1kmE3952N3023
BE35019C0	C	1kmE3953N3017
BE35019C0	C	1kmE3953N3018
BE35019C0	C	1kmE3953N3019
BE35019C0	C	1kmE3953N3020
BE35019C0	C	1kmE3953N3021
BE35019C0	C	1kmE3954N3017
BE35019C0	C	1kmE3954N3018
BE35019C0	C	1kmE3954N3019
BE35019C0	C	1kmE3954N3020
BE35019C0	C	1kmE3955N3017
BE35019C0	C	1kmE3955N3018
BE35019C0	C	1kmE3956N3017
BE35019C0	C	1kmE3956N3018
BE35019C0	C	1kmE3957N3018
BE33024C0	C	1kmE4041N3061
BE33024C0	C	1kmE4042N3061
BE33024C0	C	1kmE4042N3062
BE33024C0	C	1kmE4043N3061
BE33024C0	C	1kmE4044N3058
BE33024C0	C	1kmE4044N3059
BE33024C0	C	1kmE4044N3060
BE33024C0	C	1kmE4044N3061
BE33024C0	C	1kmE4045N3057
BE33024C0	C	1kmE4045N3058
BE33024C0	C	1kmE4045N3059
BE33024C0	C	1kmE4045N3060
BE33024C0	C	1kmE4045N3061
BE33024C0	C	1kmE4046N3055
BE33024C0	C	1kmE4046N3056
BE33024C0	C	1kmE4046N3057
BE33024C0	C	1kmE4046N3058
BE33024C0	C	1kmE4046N3059
BE33024C0	C	1kmE4046N3060
BE33024C0	C	1kmE4047N3054
BE33024C0	C	1kmE4047N3055
BE33024C0	C	1kmE4047N3056
BE33024C0	C	1kmE4047N3057
BE33024C0	C	1kmE4047N3059
BE33024C0	C	1kmE4048N3054
BE33024C0	C	1kmE4048N3055
BE33024C0	C	1kmE4048N3056
BE33024C0	C	1kmE4049N3055
BE33024C0	C	1kmE4049N3056
BE33032C0	C	1kmE4021N3043
BE33032C0	C	1kmE4021N3044
BE33032C0	C	1kmE4022N3043
BE33032C0	C	1kmE4022N3044
BE33032C0	C	1kmE4023N3043
BE33032C0	C	1kmE4023N3044
BE33032C0	C	1kmE4024N3043
BE33032C0	C	1kmE4024N3044
BE33032C0	C	1kmE4024N3045
BE33032C0	C	1kmE4025N3044
BE33032C0	C	1kmE4025N3045
BE33032C0	C	1kmE4026N3044
BE33032C0	C	1kmE4026N3045
BE33032C0	C	1kmE4027N3044
BE33032C0	C	1kmE4027N3045
BE33032C0	C	1kmE4027N3046
BE33032C0	C	1kmE4028N3045
BE33032C0	C	1kmE4028N3046
BE33032C0	C	1kmE4028N3047
BE33032C0	C	1kmE4029N3045
BE33032C0	C	1kmE4029N3046
BE33032C0	C	1kmE4029N3047
BE33032C0	C	1kmE4030N3045
BE33032C0	C	1kmE4030N3046
BE33032C0	C	1kmE4030N3047
BE33032C0	C	1kmE4030N3048
BE33032C0	C	1kmE4031N3046
BE33032C0	C	1kmE4031N3047
BE33032C0	C	1kmE4031N3048
BE33038C0	C	1kmE4053N3045
BE33038C0	C	1kmE4054N3044
BE33038C0	C	1kmE4054N3045
BE33038C0	C	1kmE4054N3047
BE33038C0	C	1kmE4054N3048
BE33038C0	C	1kmE4055N3046
BE33038C0	C	1kmE4055N3047
BE33038C0	C	1kmE4055N3048
BE33038C0	C	1kmE4055N3049
BE33038C0	C	1kmE4056N3044
BE33038C0	C	1kmE4056N3045
BE33038C0	C	1kmE4056N3046
BE33038C0	C	1kmE4056N3047
BE33038C0	C	1kmE4056N3048
BE33038C0	C	1kmE4056N3049
BE33038C0	C	1kmE4057N3043
BE33038C0	C	1kmE4057N3044
BE33038C0	C	1kmE4057N3045
BE33038C0	C	1kmE4057N3046
BE33038C0	C	1kmE4057N3047
BE33038C0	C	1kmE4057N3048
BE33038C0	C	1kmE4057N3049
BE33038C0	C	1kmE4058N3044
BE33038C0	C	1kmE4058N3045
BE33038C0	C	1kmE4058N3046
BE33038C0	C	1kmE4058N3047
BE33038C0	C	1kmE4058N3048
BE33038C0	C	1kmE4058N3049
BE33038C0	C	1kmE4059N3047
BE33038C0	C	1kmE4059N3048
BE33038C0	C	1kmE4059N3049
BE35021C0	C	1kmE3957N3021
BE35021C0	C	1kmE3957N3024
BE35021C0	C	1kmE3957N3025
BE35021C0	C	1kmE3958N3019
BE35021C0	C	1kmE3958N3020
BE35021C0	C	1kmE3958N3021
BE35021C0	C	1kmE3958N3022
BE35021C0	C	1kmE3958N3023
BE35021C0	C	1kmE3958N3024
BE35021C0	C	1kmE3958N3025
BE35021C0	C	1kmE3958N3026
BE35021C0	C	1kmE3959N3019
BE35021C0	C	1kmE3959N3020
BE35021C0	C	1kmE3959N3021
BE35021C0	C	1kmE3959N3022
BE35021C0	C	1kmE3959N3023
BE35021C0	C	1kmE3959N3024
BE35021C0	C	1kmE3959N3025
BE35021C0	C	1kmE3960N3019
BE35021C0	C	1kmE3960N3020
BE35021C0	C	1kmE3960N3021
BE35021C0	C	1kmE3960N3022
BE35021C0	C	1kmE3960N3023
BE35021C0	C	1kmE3960N3024
BE35021C0	C	1kmE3961N3019
BE35021C0	C	1kmE3961N3020
