scientificName,n_prot_areas,mean_coverage,taxonKey,kingdom,phylum,order,class,genus,family,species,rank,includes
Malva punctata Alef.,1,,3940960,Plantae,Tracheophyta,Malvales,Magnoliopsida,Malva,Malvaceae,Malva punctata,SPECIES,3938081: Lavatera punctata All.
Malva verticillata L.,1,,3152377,Plantae,Tracheophyta,Malvales,Magnoliopsida,Malva,Malvaceae,Malva verticillata,SPECIES,3152369: Malva crispa (L.) L. | 3152370: Malva verticillata var. crispa L. | 3152377: Malva verticillata L.
Mauranthemum paludosum (Poir.) R.Vogt & Oberpr.,1,,3096529,Plantae,Tracheophyta,Asterales,Magnoliopsida,Mauranthemum,Asteraceae,Mauranthemum paludosum,SPECIES,"5388471: Leucanthemum paludosum (Poir.) Pomel, 1875 | 7452956: Leucanthemum paludosum (Poir.) Bonnet & Barratte"
Medicago polymorpha L.,1,,2965531,Plantae,Tracheophyta,Fabales,Magnoliopsida,Medicago,Fabaceae,Medicago polymorpha,SPECIES,2965531: Medicago polymorpha L. | 2965537: Medicago polymorpha var. vulgaris (Benth.) Shinners | 2965545: Medicago denticulata Willd.
Melampodium montanum Benth.,1,,3139003,Plantae,Tracheophyta,Asterales,Magnoliopsida,Melampodium,Asteraceae,Melampodium montanum,SPECIES,3139003: Melampodium montanum Benth.
"Meleagris gallopavo Linnaeus, 1758",1,,9606290,Animalia,Chordata,Galliformes,Aves,Meleagris,Phasianidae,Meleagris gallopavo,SPECIES,"9606290: Meleagris gallopavo Linnaeus, 1758"
Morus nigra L.,1,,5361888,Plantae,Tracheophyta,Rosales,Magnoliopsida,Morus,Moraceae,Morus nigra,SPECIES,5361888: Morus nigra L.
"Mycteria ibis (Linnaeus, 1766)",1,,2481936,Animalia,Chordata,Ciconiiformes,Aves,Mycteria,Ciconiidae,Mycteria ibis,SPECIES,"2481936: Mycteria ibis (Linnaeus, 1766)"
Myriophyllum heterophyllum Michx.,1,,5361762,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Myriophyllum,Haloragaceae,Myriophyllum heterophyllum,SPECIES,5361762: Myriophyllum heterophyllum Michx.
Navarretia squarrosa (Eschsch.) Hook. & Arn.,1,,2927684,Plantae,Tracheophyta,Ericales,Magnoliopsida,Navarretia,Polemoniaceae,Navarretia squarrosa,SPECIES,2927684: Navarretia squarrosa (Eschsch.) Hook. & Arn.
Nemophila maculata Benth. ex Lindl.,1,,2928034,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Nemophila,Hydrophyllaceae,Nemophila maculata,SPECIES,2928034: Nemophila maculata Benth. ex Lindl.
"Netta peposaca (Vieillot, 1816)",1,,2498181,Animalia,Chordata,Anseriformes,Aves,Netta,Anatidae,Netta peposaca,SPECIES,"2498181: Netta peposaca (Vieillot, 1816)"
"Nettapus auritus (Boddaert, 1783)",1,,2498313,Animalia,Chordata,Anseriformes,Aves,Nettapus,Anatidae,Nettapus auritus,SPECIES,"2498313: Nettapus auritus (Boddaert, 1783)"
Nicotiana alata Link & Otto,1,,2928761,Plantae,Tracheophyta,Solanales,Magnoliopsida,Nicotiana,Solanaceae,Nicotiana alata,SPECIES,2928761: Nicotiana alata Link & Otto
Nicotiana rustica L.,1,,2928775,Plantae,Tracheophyta,Solanales,Magnoliopsida,Nicotiana,Solanaceae,Nicotiana rustica,SPECIES,2928775: Nicotiana rustica L.
"Numida meleagris (Linnaeus, 1758)",1,,2473341,Animalia,Chordata,Galliformes,Aves,Numida,Numididae,Numida meleagris,SPECIES,"2473341: Numida meleagris (Linnaeus, 1758)"
Ocimum basilicum L.,1,,2927096,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Ocimum,Lamiaceae,Ocimum basilicum,SPECIES,2927096: Ocimum basilicum L.
Oenothera pycnocarpa G.F.Atk. & Bartlett,1,,3188926,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Oenothera,Onagraceae,Oenothera pycnocarpa,SPECIES,3188926: Oenothera pycnocarpa G.F.Atk. & Bartlett
Onoclea sensibilis L.,1,,2650903,Plantae,Tracheophyta,Polypodiales,Polypodiopsida,Onoclea,Onocleaceae,Onoclea sensibilis,SPECIES,2650903: Onoclea sensibilis L.
Ornithogalum pyramidale L.,1,,2772885,Plantae,Tracheophyta,Asparagales,Liliopsida,Ornithogalum,Asparagaceae,Ornithogalum pyramidale,SPECIES,2772885: Ornithogalum pyramidale L.
Oxalis debilis Kunth,1,,2891707,Plantae,Tracheophyta,Oxalidales,Magnoliopsida,Oxalis,Oxalidaceae,Oxalis debilis,SPECIES,2891707: Oxalis debilis Kunth | 3626865: Oxalis corymbosa DC.
Oxalis latifolia Kunth,1,,2891755,Plantae,Tracheophyta,Oxalidales,Magnoliopsida,Oxalis,Oxalidaceae,Oxalis latifolia,SPECIES,2891755: Oxalis latifolia Kunth
Pachysandra terminalis Siebold & Zucc.,1,,2984676,Plantae,Tracheophyta,Buxales,Magnoliopsida,Pachysandra,Buxaceae,Pachysandra terminalis,SPECIES,2984676: Pachysandra terminalis Siebold & Zucc.
Panicum dichotomiflorum Michx.,1,,2705144,Plantae,Tracheophyta,Poales,Liliopsida,Panicum,Poaceae,Panicum dichotomiflorum,SPECIES,2705144: Panicum dichotomiflorum Michx. | 8357651: Panicum chloroticum Nees ex Trin.
Panicum miliaceum L.,1,,2705090,Plantae,Tracheophyta,Poales,Liliopsida,Panicum,Poaceae,Panicum miliaceum,SPECIES,2705090: Panicum miliaceum L. | 4134741: Panicum miliaceum subsp. ruderale (Kitag.) Tzvelev | 4134826: Panicum miliaceum subsp. agricola H.Scholz & Mikolá | 6449041: Panicum miliaceum subsp. miliaceum
Papaver hybridum L.,1,,2888446,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Papaver,Papaveraceae,Papaver hybridum,SPECIES,2888446: Papaver hybridum L.
Parthenium hysterophorus L.,1,,3086784,Plantae,Tracheophyta,Asterales,Magnoliopsida,Parthenium,Asteraceae,Parthenium hysterophorus,SPECIES,3086784: Parthenium hysterophorus L.
"Pelecanus rufescens Gmelin, 1789",1,,2480352,Animalia,Chordata,Pelecaniformes,Aves,Pelecanus,Pelecanidae,Pelecanus rufescens,SPECIES,"2480352: Pelecanus rufescens Gmelin, 1789"
"Pelophylax bedriagae (Camerano, 1882)",1,,2426640,Animalia,Chordata,Anura,Amphibia,Pelophylax,Ranidae,Pelophylax bedriagae,SPECIES,"2426640: Pelophylax bedriagae (Camerano, 1882)"
Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross,1,,2889304,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Persicaria,Polygonaceae,Persicaria capitata,SPECIES,2889304: Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross | 5334454: Polygonum capitatum Buch.-Ham. ex D.Don
Phaseolus coccineus L.,1,,5350466,Plantae,Tracheophyta,Fabales,Magnoliopsida,Phaseolus,Fabaceae,Phaseolus coccineus,SPECIES,5350466: Phaseolus coccineus L.
"Phasianus versicolor Vieillot, 1825",1,,5227775,Animalia,Chordata,Galliformes,Aves,Phasianus,Phasianidae,Phasianus versicolor,SPECIES,"5227775: Phasianus versicolor Vieillot, 1825"
Philadelphus ×virginalis Rehder,1,,3645346,Plantae,Tracheophyta,Cornales,Magnoliopsida,Philadelphus,Hydrangeaceae,Philadelphus virginalis,SPECIES,3645346: Philadelphus ×virginalis Rehder
Philadelphus pubescens Loisel.,1,,2986022,Plantae,Tracheophyta,Cornales,Magnoliopsida,Philadelphus,Hydrangeaceae,Philadelphus pubescens,SPECIES,2986022: Philadelphus pubescens Loisel.
Photinia villosa DC.,1,,5363819,Plantae,Tracheophyta,Rosales,Magnoliopsida,Photinia,Rosaceae,Photinia villosa,SPECIES,5363819: Photinia villosa DC.
Physostegia virginiana Benth.,1,,2926572,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Physostegia,Lamiaceae,Physostegia virginiana,SPECIES,2926572: Physostegia virginiana Benth.
"Pimephales promelas Rafinesque, 1820",1,,2367742,Animalia,Chordata,Cypriniformes,Actinopterygii,Pimephales,Cyprinidae,Pimephales promelas,SPECIES,"2367742: Pimephales promelas Rafinesque, 1820"
Pinus pinaster Aiton,1,,5285565,Plantae,Tracheophyta,Pinales,Pinopsida,Pinus,Pinaceae,Pinus pinaster,SPECIES,5285565: Pinus pinaster Aiton
"Platycercus elegans (Gmelin, 1788)",1,,2479311,Animalia,Chordata,Psittaciformes,Aves,Platycercus,Psittacidae,Platycercus elegans,SPECIES,"2479311: Platycercus elegans (Gmelin, 1788)"
Polycarpon tetraphyllum L.,1,,3085381,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Polycarpon,Caryophyllaceae,Polycarpon tetraphyllum,SPECIES,3085381: Polycarpon tetraphyllum L.
Polypogon monspeliensis Desf.,1,,5289917,Plantae,Tracheophyta,Poales,Liliopsida,Polypogon,Poaceae,Polypogon monspeliensis,SPECIES,5289917: Polypogon monspeliensis Desf.
"Ponticola kessleri (Günther, 1861)",1,,4285968,Animalia,Chordata,Perciformes,Actinopterygii,Ponticola,Gobiidae,Ponticola kessleri,SPECIES,"2379062: Neogobius kessleri (Günther, 1861) | 4285968: Ponticola kessleri (Günther, 1861)"
"Proterorhinus semilunaris (Heckel, 1837)",1,,2379245,Animalia,Chordata,Perciformes,Actinopterygii,Proterorhinus,Gobiidae,Proterorhinus semilunaris,SPECIES,"2379245: Proterorhinus semilunaris (Heckel, 1837)"
Prunus armeniaca L.,1,,7818643,Plantae,Tracheophyta,Rosales,Magnoliopsida,Prunus,Rosaceae,Prunus armeniaca,SPECIES,7818643: Prunus armeniaca L.
Prunus lusitanica L.,1,,3020871,Plantae,Tracheophyta,Rosales,Magnoliopsida,Prunus,Rosaceae,Prunus lusitanica,SPECIES,3020871: Prunus lusitanica L.
Pseudoturritis turrita (L.) Al-Shehbaz,1,,3042086,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Pseudoturritis,Brassicaceae,Pseudoturritis turrita,SPECIES,5373604: Arabis turrita L.
"Psittacula cyanocephala (Linnaeus, 1766)",1,,5229044,Animalia,Chordata,Psittaciformes,Aves,Psittacula,Psittacidae,Psittacula cyanocephala,SPECIES,"5229044: Psittacula cyanocephala (Linnaeus, 1766)"
"Psittacus erithacus Linnaeus, 1758",1,,2480181,Animalia,Chordata,Psittaciformes,Aves,Psittacus,Psittacidae,Psittacus erithacus,SPECIES,"2480181: Psittacus erithacus Linnaeus, 1758"
Pyrus communis subsp. communis,1,,7271631,Plantae,Tracheophyta,Rosales,Magnoliopsida,Pyrus,Rosaceae,Pyrus communis,SUBSPECIES,7271631: Pyrus communis subsp. communis
Ranunculus gramineus L.,1,,3927790,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Ranunculus,Ranunculaceae,Ranunculus gramineus,SPECIES,3927790: Ranunculus gramineus L.
Ribes divaricatum Dougl.,1,,2986132,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Ribes,Grossulariaceae,Ribes divaricatum,SPECIES,2986132: Ribes divaricatum Dougl.
Rosa glauca Pourr.,1,,3003709,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rosa,Rosaceae,Rosa glauca,SPECIES,3003709: Rosa glauca Pourr.
Rosa virginiana J.Herrmann,1,,7882646,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rosa,Rosaceae,Rosa virginiana,SPECIES,7882646: Rosa virginiana J.Herrmann
Rostraria cristata (L.) Tzvelev,1,,5289906,Plantae,Tracheophyta,Poales,Liliopsida,Rostraria,Poaceae,Rostraria cristata,SPECIES,2705915: Koeleria cristata (L.) Bertol. | 5289906: Rostraria cristata (L.) Tzvelev
Rubus phoenicolasius Maxim.,1,,2995149,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rubus,Rosaceae,Rubus phoenicolasius,SPECIES,2995149: Rubus phoenicolasius Maxim.
Rumex longifolius DC.,1,,2888946,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex longifolius,SPECIES,2888946: Rumex longifolius DC.
Rumex rugosus Campd.,1,,2889037,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex rugosus,SPECIES,2889037: Rumex rugosus Campd.
Salix daphnoides Vill.,1,,9153437,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Salix,Salicaceae,Salix daphnoides,SPECIES,9153437: Salix daphnoides Vill.
Salvia glutinosa L.,1,,2927026,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Salvia,Lamiaceae,Salvia glutinosa,SPECIES,2927026: Salvia glutinosa L.
Salvia hispanica L.,1,,2926992,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Salvia,Lamiaceae,Salvia hispanica,SPECIES,2926992: Salvia hispanica L.
Salvia verbenaca L.,1,,6409706,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Salvia,Lamiaceae,Salvia verbenaca,SPECIES,6409706: Salvia verbenaca L.
"Sarkidiornis melanotos (Pennant, 1769)",1,,2498001,Animalia,Chordata,Anseriformes,Aves,Sarkidiornis,Anatidae,Sarkidiornis melanotos,SPECIES,"2498001: Sarkidiornis melanotos (Pennant, 1769)"
Sarracenia purpurea L.,1,,5421389,Plantae,Tracheophyta,Ericales,Magnoliopsida,Sarracenia,Sarraceniaceae,Sarracenia purpurea,SPECIES,5421389: Sarracenia purpurea L.
Sasa palmata E.G.Camus,1,,8362005,Plantae,Tracheophyta,Poales,Liliopsida,Sasa,Poaceae,Sasa palmata,SPECIES,8362005: Sasa palmata E.G.Camus
Saururus cernuus L.,1,,5384932,Plantae,Tracheophyta,Piperales,Magnoliopsida,Saururus,Saururaceae,Saururus cernuus,SPECIES,5384932: Saururus cernuus L.
"Sciurus niger Linnaeus, 1758",1,,5219683,Animalia,Chordata,Rodentia,Mammalia,Sciurus,Sciuridae,Sciurus niger,SPECIES,"5219683: Sciurus niger Linnaeus, 1758"
Scorzonera hispanica L.,1,,3110905,Plantae,Tracheophyta,Asterales,Magnoliopsida,Scorzonera,Asteraceae,Scorzonera hispanica,SPECIES,3110905: Scorzonera hispanica L.
Sinapis incana L.,1,,3047620,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Sinapis,Brassicaceae,Sinapis incana,SPECIES,3050595: Hirschfeldia incana (L.) Lagr.-Foss.
Sisymbrium loeselii L.,1,,3046875,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Sisymbrium,Brassicaceae,Sisymbrium loeselii,SPECIES,3046875: Sisymbrium loeselii L.
Skimmia japonica Thunb.,1,,7740617,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Skimmia,Rutaceae,Skimmia japonica,SPECIES,7740617: Skimmia japonica Thunb.
Sorbaria kirilowii (Regel & Tiling) Maxim.,1,,3012103,Plantae,Tracheophyta,Rosales,Magnoliopsida,Sorbaria,Rosaceae,Sorbaria kirilowii,SPECIES,3012103: Sorbaria kirilowii (Regel & Tiling) Maxim.
Spiraea nipponica Maxim.,1,,3027341,Plantae,Tracheophyta,Rosales,Magnoliopsida,Spiraea,Rosaceae,Spiraea nipponica,SPECIES,3027341: Spiraea nipponica Maxim.
Stachys cretica L.,1,,2927296,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Stachys,Lamiaceae,Stachys cretica,SPECIES,2927296: Stachys cretica L.
Stranvaesia davidiana Decne.,1,,3000406,Plantae,Tracheophyta,Rosales,Magnoliopsida,Stranvaesia,Rosaceae,Stranvaesia davidiana,SPECIES,3000406: Stranvaesia davidiana Decne. | 5363911: Photinia davidiana (Decne.) Cardot
"Streptopelia roseogrisea (Sundevall, 1857)",1,,2495688,Animalia,Chordata,Columbiformes,Aves,Streptopelia,Columbidae,Streptopelia roseogrisea,SPECIES,"2495688: Streptopelia roseogrisea (Sundevall, 1857)"
"Streptopelia senegalensis (Linnaeus, 1766)",1,,2495659,Animalia,Chordata,Columbiformes,Aves,Streptopelia,Columbidae,Streptopelia senegalensis,SPECIES,"6101223: Spilopelia senegalensis (Linnaeus, 1766)"
Symphyotrichum ciliatum (Ledeb.) G.L.Nesom,1,,3151692,Plantae,Tracheophyta,Asterales,Magnoliopsida,Symphyotrichum,Asteraceae,Symphyotrichum ciliatum,SPECIES,3151692: Symphyotrichum ciliatum (Ledeb.) G.L.Nesom | 5406464: Aster brachyactis S.F.Blake
Symphyotrichum lateriflorum (L.) Á.Löve & D.Löve,1,,7832723,Plantae,Tracheophyta,Asterales,Magnoliopsida,Symphyotrichum,Asteraceae,Symphyotrichum lateriflorum,SPECIES,7832723: Symphyotrichum lateriflorum (L.) Á.Löve & D.Löve
Symphytum caucasicum M.Bieb.,1,,7989836,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Symphytum,Boraginaceae,Symphytum caucasicum,SPECIES,7989836: Symphytum caucasicum M.Bieb.
Symphytum grandiflorum DC.,1,,4067302,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Symphytum,Boraginaceae,Symphytum grandiflorum,SPECIES,4067302: Symphytum grandiflorum DC.
Tagetes erecta L.,1,,3088488,Plantae,Tracheophyta,Asterales,Magnoliopsida,Tagetes,Asteraceae,Tagetes erecta,SPECIES,3088488: Tagetes erecta L. | 3088492: Tagetes patula L.
Tamarix gallica L.,1,,8380575,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Tamarix,Tamaricaceae,Tamarix gallica,SPECIES,8380575: Tamarix gallica L.
"Tamias sibiricus (Laxmann, 1769)",1,,2437450,Animalia,Chordata,Rodentia,Mammalia,Tamias,Sciuridae,Tamias sibiricus,SPECIES,"2437450: Tamias sibiricus (Laxmann, 1769) | 10602587: Eutamias sibiricus (Laxmann, 1769)"
Tanacetum balsamita L.,1,,3118254,Plantae,Tracheophyta,Asterales,Magnoliopsida,Tanacetum,Asteraceae,Tanacetum balsamita,SPECIES,3118254: Tanacetum balsamita L.
Tolmiea menziesii Torr. & A.Gray,1,,5371605,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Tolmiea,Saxifragaceae,Tolmiea menziesii,SPECIES,5371605: Tolmiea menziesii Torr. & A.Gray
Trapa natans L.,1,,3188757,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Trapa,Lythraceae,Trapa natans,SPECIES,3188757: Trapa natans L.
Trifolium hybridum subsp. elegans (Savi) Asch. & Graebn.,1,,5359402,Plantae,Tracheophyta,Fabales,Magnoliopsida,Trifolium,Fabaceae,Trifolium hybridum,SUBSPECIES,5359405: Trifolium elegans Savi | 5359402: Trifolium hybridum subsp. elegans (Savi) Asch. & Graebn.
Tulipa sylvestris L.,1,,5299536,Plantae,Tracheophyta,Liliales,Liliopsida,Tulipa,Liliaceae,Tulipa sylvestris,SPECIES,5299536: Tulipa sylvestris L.
Umbilicus rupestris (Salisb.) Dandy,1,,7334368,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Umbilicus,Crassulaceae,Umbilicus rupestris,SPECIES,5689273: Umbilicus pendulinus (DC.) DC. | 7334368: Umbilicus rupestris (Salisb.) Dandy
Ustilago maydis (DC.) Corda,1,,2557469,Fungi,Basidiomycota,Ustilaginales,Ustilaginomycetes,Ustilago,Ustilaginaceae,Ustilago maydis,SPECIES,2557469: Ustilago maydis (DC.) Corda
Verbascum brockmuelleri Ruhmer,1,,3740974,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Verbascum,Scrophulariaceae,Verbascum brockmuelleri,SPECIES,3740974: Verbascum brockmuelleri Ruhmer
Verbascum phoeniceum L.,1,,3171951,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Verbascum,Scrophulariaceae,Verbascum phoeniceum,SPECIES,3171951: Verbascum phoeniceum L.
Verbascum speciosum Schrad.,1,,3171952,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Verbascum,Scrophulariaceae,Verbascum speciosum,SPECIES,3171952: Verbascum speciosum Schrad.
Veronica cymbalaria Bodard,1,,3172068,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Veronica,Plantaginaceae,Veronica cymbalaria,SPECIES,3172068: Veronica cymbalaria Bodard
Vicia bithynica L.,1,,2975309,Plantae,Tracheophyta,Fabales,Magnoliopsida,Vicia,Fabaceae,Vicia bithynica,SPECIES,2975309: Vicia bithynica L.
Vicia pannonica subsp. pannonica,1,,7225470,Plantae,Tracheophyta,Fabales,Magnoliopsida,Vicia,Fabaceae,Vicia pannonica,SUBSPECIES,7225470: Vicia pannonica subsp. pannonica
Vincetoxicum nigrum Moench,1,,5414551,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Vincetoxicum,Apocynaceae,Vincetoxicum nigrum,SPECIES,5414551: Vincetoxicum nigrum Moench
Xanthium strumarium L.,1,,3089154,Plantae,Tracheophyta,Asterales,Magnoliopsida,Xanthium,Asteraceae,Xanthium strumarium,SPECIES,3089154: Xanthium strumarium L.
Xanthocyparis nootkatensis (D.Don) Farjon & D.K.Harder,1,,2683894,Plantae,Tracheophyta,Pinales,Pinopsida,Xanthocyparis,Cupressaceae,Xanthocyparis nootkatensis,SPECIES,2683900: Chamaecyparis nootkatensis (D.Don) Spach
Yucca flaccida Haw.,1,,2775530,Plantae,Tracheophyta,Asparagales,Liliopsida,Yucca,Asparagaceae,Yucca flaccida,SPECIES,2775530: Yucca flaccida Haw.
