taxonKey	canonicalName	first_observed	last_observed	class	kingdom	kingdomKey	classKey
8427624	Oxalis corniculata	1811	2018	Magnoliopsida	Plantae	6	220
9297163	Erodium malacoides	1902	1994	Magnoliopsida	Plantae	6	220
2891628	Erodium botrys	1826	1971	Magnoliopsida	Plantae	6	220
2891390	Geranium phaeum	1813	2018	Magnoliopsida	Plantae	6	220
2891079	Geranium macrorrhizum	1821	2018	Magnoliopsida	Plantae	6	220
2890502	Geranium endressii	1900	2018	Magnoliopsida	Plantae	6	220
2890287	Geranium nodosum	1855	2018	Magnoliopsida	Plantae	6	220
2890122	Geranium pyrenaicum	1824	2018	Magnoliopsida	Plantae	6	220
2890035	Geranium oxonianum	1900	2018	Magnoliopsida	Plantae	6	220
2890013	Geranium divaricatum	1891	2017	Magnoliopsida	Plantae	6	220
7225621	Neslia paniculata paniculata	1867	2015	Magnoliopsida	Plantae	6	220
7372514	Malcolmia maritima	1887	2017	Magnoliopsida	Plantae	6	220
5373324	Lunaria annua	1862	2018	Magnoliopsida	Plantae	6	220
5374614	Barbarea stricta	1880	2018	Magnoliopsida	Plantae	6	220
5374672	Barbarea verna	1860	2018	Magnoliopsida	Plantae	6	220
5374998	Arabis collina	1850	1948	Magnoliopsida	Plantae	6	220
5374118	Isatis tinctoria	1855	2017	Magnoliopsida	Plantae	6	220
5373358	Lobularia maritima	1870	2018	Magnoliopsida	Plantae	6	220
5373368	Rapistrum rugosum	1888	2018	Magnoliopsida	Plantae	6	220
5373365	Rapistrum perenne	1882	1919	Magnoliopsida	Plantae	6	220
5377778	Aurinia saxatilis	1889	2018	Magnoliopsida	Plantae	6	220
5376309	Diplotaxis erucoides	1920	2015	Magnoliopsida	Plantae	6	220
5376994	Lepidium graminifolium	1837	1934	Magnoliopsida	Plantae	6	220
5376925	Lepidium bonariense	1906	2012	Magnoliopsida	Plantae	6	220
5377064	Lepidium densiflorum	1886	2018	Magnoliopsida	Plantae	6	220
5377060	Lepidium didymum	1857	2018	Magnoliopsida	Plantae	6	220
5376648	Lepidium virginicum	1859	2018	Magnoliopsida	Plantae	6	220
5376565	Lepidium sativum	1859	2017	Magnoliopsida	Plantae	6	220
5376846	Lepidium heterophyllum	1866	2018	Magnoliopsida	Plantae	6	220
5376816	Lepidium perfoliatum	1871	2016	Magnoliopsida	Plantae	6	220
5376692	Lepidium latifolium	1813	2018	Magnoliopsida	Plantae	6	220
5375547	Erucastrum gallicum	1856	2017	Magnoliopsida	Plantae	6	220
5375925	Eruca vesicaria sativa	1837	2017	Magnoliopsida	Plantae	6	220
5551241	Iberis sempervirens	1912	2017	Magnoliopsida	Plantae	6	220
5377286	Iberis pinnata	1892	1912	Magnoliopsida	Plantae	6	220
5377303	Iberis umbellata	1879	2018	Magnoliopsida	Plantae	6	220
3042291	Hesperis matronalis	1821	2018	Magnoliopsida	Plantae	6	220
9073641	Camelina sativa	1870	2017	Magnoliopsida	Plantae	6	220
3042416	Camelina microcarpa	1848	2017	Magnoliopsida	Plantae	6	220
3042399	Camelina alyssum	1813	1921	Magnoliopsida	Plantae	6	220
3042439	Camelina rumelica	1893	1912	Magnoliopsida	Plantae	6	220
7903057	Brassica rapa	1900	2018	Magnoliopsida	Plantae	6	220
3042751	Brassica juncea	1857	2017	Magnoliopsida	Plantae	6	220
3042624	Brassica tournefortii	1922	2013	Magnoliopsida	Plantae	6	220
3042636	Brassica napus	1858	2018	Magnoliopsida	Plantae	6	220
7678610	Raphanus sativus	1906	2018	Magnoliopsida	Plantae	6	220
3041022	Armoracia rusticana	1853	2018	Magnoliopsida	Plantae	6	220
3042086	Pseudoturritis turrita	1862	2018	Magnoliopsida	Plantae	6	220
3040913	Conringia orientalis	1835	1996	Magnoliopsida	Plantae	6	220
3046875	Sisymbrium loeselii	1872	2018	Magnoliopsida	Plantae	6	220
3046851	Sisymbrium irio	1886	2018	Magnoliopsida	Plantae	6	220
3046812	Sisymbrium orientale	1823	2018	Magnoliopsida	Plantae	6	220
3046736	Sisymbrium altissimum	1840	2018	Magnoliopsida	Plantae	6	220
3046925	Sisymbrium austriacum chrysanthum	1858	2018	Magnoliopsida	Plantae	6	220
3045111	Alyssum murale	1850	2018	Magnoliopsida	Plantae	6	220
3045042	Alyssum simplex	1850	1924	Magnoliopsida	Plantae	6	220
3044349	Chorispora tenella	1904	2015	Magnoliopsida	Plantae	6	220
3044133	Descurainia pinnata	1894	2011	Magnoliopsida	Plantae	6	220
3054110	Aubrieta columnae	1896	2018	Magnoliopsida	Plantae	6	220
3053406	Rorippa austriaca	1893	2018	Magnoliopsida	Plantae	6	220
3053522	Berteroa incana	1600	2018	Magnoliopsida	Plantae	6	220
3052450	Arabidopsis halleri	1947	2018	Magnoliopsida	Plantae	6	220
3052738	Thlaspi alliaceum	1850	2018	Magnoliopsida	Plantae	6	220
3050357	Bunias erucago	1854	1969	Magnoliopsida	Plantae	6	220
3050364	Bunias orientalis	1858	2018	Magnoliopsida	Plantae	6	220
3047811	Myagrum perfoliatum	1821	2018	Magnoliopsida	Plantae	6	220
3048203	Erysimum cheiri	1554	2018	Magnoliopsida	Plantae	6	220
3048166	Erysimum repandum	1823	2018	Magnoliopsida	Plantae	6	220
3047621	Sinapis alba	1800	2018	Magnoliopsida	Plantae	6	220
3040253	Reseda phyteuma	1903	2005	Magnoliopsida	Plantae	6	220
3040254	Reseda alba	1857	2017	Magnoliopsida	Plantae	6	220
3040255	Reseda odorata	1870	2011	Magnoliopsida	Plantae	6	220
2928226	Phacelia tanacetifolia	1884	2018	Magnoliopsida	Plantae	6	220
7295374	Anchusa officinalis officinalis	1828	2018	Magnoliopsida	Plantae	6	220
5341198	Anchusa azurea	1850	2000	Magnoliopsida	Plantae	6	220
7958783	Pulmonaria mollis	1850	2018	Magnoliopsida	Plantae	6	220
5341203	Pulmonaria saccharata	1850	2015	Magnoliopsida	Plantae	6	220
5341204	Pulmonaria officinalis	1792	2018	Magnoliopsida	Plantae	6	220
2926130	Pentaglottis sempervirens	1836	2018	Magnoliopsida	Plantae	6	220
2926055	Asperugo procumbens	1850	2015	Magnoliopsida	Plantae	6	220
2926066	Symphytum asperum	1884	2018	Magnoliopsida	Plantae	6	220
2926108	Cerinthe major	1921	1927	Magnoliopsida	Plantae	6	220
2926110	Borago officinalis	1850	2018	Magnoliopsida	Plantae	6	220
2926045	Brunnera macrophylla	1942	2018	Magnoliopsida	Plantae	6	220
2926048	Omphalodes verna	1821	2018	Magnoliopsida	Plantae	6	220
2925895	Echium plantagineum	1906	2017	Magnoliopsida	Plantae	6	220
8386733	Amsinckia lycopsoides	1874	2018	Magnoliopsida	Plantae	6	220
2925879	Amsinckia eastwoodiae	1924	1924	Magnoliopsida	Plantae	6	220
2925756	Lappula squarrosa	1811	2017	Magnoliopsida	Plantae	6	220
2925767	Heliotropium europaeum	1854	2016	Magnoliopsida	Plantae	6	220
7346090	Erythranthe moschata	1882	2018	Magnoliopsida	Plantae	6	220
7332516	Orobanche flava	1944	1945	Magnoliopsida	Plantae	6	220
3728894	Phelipanche ramosa	1792	2000	Magnoliopsida	Plantae	6	220
5415039	Syringa vulgaris	1854	2018	Magnoliopsida	Plantae	6	220
3172347	Fraxinus ornus	1871	2018	Magnoliopsida	Plantae	6	220
5415100	Proboscidea louisianica	1947	1973	Magnoliopsida	Plantae	6	220
4055853	Buddleja albiflora	1945	1945	Magnoliopsida	Plantae	6	220
3173338	Buddleja davidii	1930	2018	Magnoliopsida	Plantae	6	220
7477038	Scrophularia scorodonia	1907	1907	Magnoliopsida	Plantae	6	220
7810918	Scrophularia vernalis	1814	2018	Magnoliopsida	Plantae	6	220
3171948	Verbascum phlomoides	1811	2018	Magnoliopsida	Plantae	6	220
3171951	Verbascum phoeniceum	1895	2017	Magnoliopsida	Plantae	6	220
3171954	Verbascum virgatum	1906	2018	Magnoliopsida	Plantae	6	220
7331861	Cymbalaria muralis muralis	1835	2018	Magnoliopsida	Plantae	6	220
5415013	Linaria genistifolia	1891	1927	Magnoliopsida	Plantae	6	220
5415016	Linaria maroccana	1938	2017	Magnoliopsida	Plantae	6	220
7303104	Plantago afra	1884	2017	Magnoliopsida	Plantae	6	220
3189762	Plantago arenaria	1811	2018	Magnoliopsida	Plantae	6	220
3172104	Veronica peregrina	1836	2018	Magnoliopsida	Plantae	6	220
3172118	Veronica longifolia	1830	2018	Magnoliopsida	Plantae	6	220
3172077	Veronica persica	1824	2018	Magnoliopsida	Plantae	6	220
3172100	Veronica filiformis	1927	2018	Magnoliopsida	Plantae	6	220
3172001	Antirrhinum majus	1846	2018	Magnoliopsida	Plantae	6	220
7307492	Leonurus quinquelobatus	1850	2018	Magnoliopsida	Plantae	6	220
6409536	Ballota nigra nigra	1907	2018	Magnoliopsida	Plantae	6	220
5341387	Hyssopus officinalis	1821	2018	Magnoliopsida	Plantae	6	220
5341373	Scutellaria altissima	1884	2018	Magnoliopsida	Plantae	6	220
5341310	Galeopsis pubescens	1856	2018	Magnoliopsida	Plantae	6	220
5341501	Melissa officinalis	1800	2018	Magnoliopsida	Plantae	6	220
7350989	Nepeta faassenii	1946	2018	Magnoliopsida	Plantae	6	220
5607452	Thymus citriodorus	1866	1974	Magnoliopsida	Plantae	6	220
5341442	Thymus vulgaris	1899	2018	Magnoliopsida	Plantae	6	220
3883897	Clinopodium menthifolium	1855	2018	Magnoliopsida	Plantae	6	220
6411098	Lamium galeobdolon argentatum	1897	2018	Magnoliopsida	Plantae	6	220
2927096	Ocimum basilicum	1886	2016	Magnoliopsida	Plantae	6	220
2927296	Stachys cretica	1872	1942	Magnoliopsida	Plantae	6	220
2927230	Stachys byzantina	1882	2017	Magnoliopsida	Plantae	6	220
2927222	Dracocephalum moldavica	1862	1975	Magnoliopsida	Plantae	6	220
2927220	Dracocephalum parviflorum	1893	2017	Magnoliopsida	Plantae	6	220
2927305	Lavandula angustifolia	1949	2018	Magnoliopsida	Plantae	6	220
6409706	Salvia verbenaca	1835	2013	Magnoliopsida	Plantae	6	220
3883959	Salvia viridis	1916	2017	Magnoliopsida	Plantae	6	220
2927028	Salvia nemorosa	1864	2017	Magnoliopsida	Plantae	6	220
2927026	Salvia glutinosa	1890	2016	Magnoliopsida	Plantae	6	220
2927000	Salvia sclarea	1811	2012	Magnoliopsida	Plantae	6	220
2926995	Salvia verticillata	1863	2018	Magnoliopsida	Plantae	6	220
2927004	Salvia officinalis	1920	2017	Magnoliopsida	Plantae	6	220
2927001	Salvia reflexa	1947	2012	Magnoliopsida	Plantae	6	220
2926686	Sideritis lanata	1907	1907	Magnoliopsida	Plantae	6	220
2926688	Sideritis montana	1850	2013	Magnoliopsida	Plantae	6	220
2926885	Satureja hortensis	1863	1959	Magnoliopsida	Plantae	6	220
2926884	Satureja montana	1933	2008	Magnoliopsida	Plantae	6	220
2925514	Verbena bonariensis	1893	2018	Magnoliopsida	Plantae	6	220
2925527	Verbena hastata	1902	2017	Magnoliopsida	Plantae	6	220
3169391	Lysimachia ciliata	1811	2017	Magnoliopsida	Plantae	6	220
3169340	Lysimachia punctata	1847	2018	Magnoliopsida	Plantae	6	220
2927850	Polemonium caeruleum	1864	2018	Magnoliopsida	Plantae	6	220
2927783	Phlox maculata	1943	1943	Magnoliopsida	Plantae	6	220
2927684	Navarretia squarrosa	1877	2012	Magnoliopsida	Plantae	6	220
2891782	Impatiens parviflora	1839	2018	Magnoliopsida	Plantae	6	220
2891770	Impatiens glandulifera	1891	2018	Magnoliopsida	Plantae	6	220
7327990	Rhododendron ponticum	1920	2018	Magnoliopsida	Plantae	6	220
5682465	Erica carnea	1944	2011	Magnoliopsida	Plantae	6	220
5333408	Erica vagans	1900	1913	Magnoliopsida	Plantae	6	220
2882753	Gaultheria procumbens	1943	2014	Magnoliopsida	Plantae	6	220
2888298	Moneses uniflora	1850	1949	Magnoliopsida	Plantae	6	220
2883007	Kalmia angustifolia	1903	2018	Magnoliopsida	Plantae	6	220
2888310	Orthilia secunda	1901	1956	Magnoliopsida	Plantae	6	220
4090836	Armeria maritima elongata	1851	2018	Magnoliopsida	Plantae	6	220
8243150	Spirobassia hirsuta	1850	1850	Magnoliopsida	Plantae	6	220
6447806	Axyris amaranthoides	1918	2005	Magnoliopsida	Plantae	6	220
5568446	Dysphania ambrosioides	1850	2018	Magnoliopsida	Plantae	6	220
5568322	Dysphania schraderiana	1886	2011	Magnoliopsida	Plantae	6	220
5568339	Dysphania pumilio	1887	2018	Magnoliopsida	Plantae	6	220
5568361	Dysphania multifida	1882	1948	Magnoliopsida	Plantae	6	220
5568424	Dysphania carinata	1940	1995	Magnoliopsida	Plantae	6	220
5568428	Dysphania botrys	1829	2017	Magnoliopsida	Plantae	6	220
5568188	Bassia laniflora	1861	1861	Magnoliopsida	Plantae	6	220
7068845	Beta vulgaris vulgaris	1891	2018	Magnoliopsida	Plantae	6	220
5567951	Beta macrocarpa	1910	2015	Magnoliopsida	Plantae	6	220
5568899	Blitum nuttallianum	1900	1994	Magnoliopsida	Plantae	6	220
5383969	Blitum virgatum	1858	2018	Magnoliopsida	Plantae	6	220
5383971	Blitum capitatum	1850	1980	Magnoliopsida	Plantae	6	220
9080185	Amaranthus hypochondriacus	1857	2018	Magnoliopsida	Plantae	6	220
8911082	Amaranthus blitum	1835	2018	Magnoliopsida	Plantae	6	220
7905507	Amaranthus albus	1857	2018	Magnoliopsida	Plantae	6	220
6109534	Amaranthus retroflexus	1857	2018	Magnoliopsida	Plantae	6	220
6109611	Amaranthus caudatus	1874	2017	Magnoliopsida	Plantae	6	220
7323711	Amaranthus quitensis	1898	2013	Magnoliopsida	Plantae	6	220
5384396	Amaranthus deflexus	1850	2018	Magnoliopsida	Plantae	6	220
5384395	Amaranthus blitoides	1886	2018	Magnoliopsida	Plantae	6	220
5384401	Amaranthus spinosus	1887	2007	Magnoliopsida	Plantae	6	220
5548401	Amaranthus standleyanus	1903	2009	Magnoliopsida	Plantae	6	220
5384364	Amaranthus hybridus	1870	2018	Magnoliopsida	Plantae	6	220
5384383	Amaranthus thunbergii	1857	1975	Magnoliopsida	Plantae	6	220
5384373	Amaranthus graecizans	1874	1962	Magnoliopsida	Plantae	6	220
5384334	Amaranthus viridis	1905	2013	Magnoliopsida	Plantae	6	220
5384332	Amaranthus muricatus	1947	1975	Magnoliopsida	Plantae	6	220
3083702	Atriplex tatarica	1835	2018	Magnoliopsida	Plantae	6	220
3083718	Atriplex halimus	1922	1929	Magnoliopsida	Plantae	6	220
3083761	Atriplex hortensis	1859	2018	Magnoliopsida	Plantae	6	220
3083745	Atriplex rosea	1830	1953	Magnoliopsida	Plantae	6	220
3083647	Spinacia oleracea	1872	2017	Magnoliopsida	Plantae	6	220
3756077	Chenopodium giganteum	1947	2005	Magnoliopsida	Plantae	6	220
3083903	Chenopodium opulifolium	1857	2015	Magnoliopsida	Plantae	6	220
3083921	Chenopodium pratericola	1893	1953	Magnoliopsida	Plantae	6	220
3083934	Chenopodium hircinum	1874	1983	Magnoliopsida	Plantae	6	220
3083920	Chenopodium berlandieri	1918	2018	Magnoliopsida	Plantae	6	220
3083975	Corispermum pallasii	1917	2018	Magnoliopsida	Plantae	6	220
3084939	Alternanthera sessilis	1895	1951	Magnoliopsida	Plantae	6	220
3084611	Mollugo verticillata	1887	2014	Magnoliopsida	Plantae	6	220
4023278	Portulaca granulatostellulata	1865	2013	Magnoliopsida	Plantae	6	220
4021919	Portulaca sativa	1887	2017	Magnoliopsida	Plantae	6	220
3084719	Portulaca oleracea	1866	2008	Magnoliopsida	Plantae	6	220
3084700	Portulaca grandiflora	1929	2009	Magnoliopsida	Plantae	6	220
5384307	Tetragonia tetragonioides	1888	2017	Magnoliopsida	Plantae	6	220
3084837	Mesembryanthemum nodiflorum	1895	1949	Magnoliopsida	Plantae	6	220
3084742	Claytonia sibirica	1939	2018	Magnoliopsida	Plantae	6	220
5384459	Gypsophila pilosa	1907	1955	Magnoliopsida	Plantae	6	220
5384458	Gypsophila paniculata	1882	2015	Magnoliopsida	Plantae	6	220
5384466	Gypsophila elegans	1883	2017	Magnoliopsida	Plantae	6	220
7746901	Silene otites	1858	1920	Magnoliopsida	Plantae	6	220
8184157	Silene stricta	1908	2013	Magnoliopsida	Plantae	6	220
7267309	Silene baccifera	1824	2005	Magnoliopsida	Plantae	6	220
5384848	Silene gallica	1824	2017	Magnoliopsida	Plantae	6	220
5384852	Silene conoidea	1876	2011	Magnoliopsida	Plantae	6	220
5384741	Silene coronaria	1850	2018	Magnoliopsida	Plantae	6	220
5384818	Silene dichotoma	1860	2018	Magnoliopsida	Plantae	6	220
5384773	Silene pendula	1866	1988	Magnoliopsida	Plantae	6	220
5585975	Silene muscipula	1918	2000	Magnoliopsida	Plantae	6	220
3593900	Herniaria cinerea	1895	1955	Magnoliopsida	Plantae	6	220
3085360	Saponaria officinalis	1800	2018	Magnoliopsida	Plantae	6	220
3085320	Vaccaria hispanica	1811	2015	Magnoliopsida	Plantae	6	220
6363496	Dianthus superbus	1850	1850	Magnoliopsida	Plantae	6	220
3085412	Dianthus plumarius	1850	1955	Magnoliopsida	Plantae	6	220
3085421	Dianthus barbatus	1867	2017	Magnoliopsida	Plantae	6	220
3085381	Polycarpon tetraphyllum	1844	2018	Magnoliopsida	Plantae	6	220
3085623	Petrorhagia saxifraga	1948	2018	Magnoliopsida	Plantae	6	220
3085438	Cerastium tomentosum	1945	2018	Magnoliopsida	Plantae	6	220
3086240	Mirabilis jalapa	1858	2017	Magnoliopsida	Plantae	6	220
8380575	Tamarix gallica	1940	2018	Magnoliopsida	Plantae	6	220
2874692	Frankenia pulverulenta	1835	2004	Magnoliopsida	Plantae	6	220
5334430	Polygonum bellardii	1882	2015	Magnoliopsida	Plantae	6	220
5334351	Fallopia baldschuanica	1942	2018	Magnoliopsida	Plantae	6	220
2889378	Fagopyrum tataricum	1856	2016	Magnoliopsida	Plantae	6	220
2889373	Fagopyrum esculentum	1855	2018	Magnoliopsida	Plantae	6	220
2889229	Persicaria orientalis	1873	2010	Magnoliopsida	Plantae	6	220
2889173	Reynoutria japonica	1882	2018	Magnoliopsida	Plantae	6	220
2889088	Reynoutria sachalinensis	1924	2018	Magnoliopsida	Plantae	6	220
2889038	Rumex dentatus	1891	1954	Magnoliopsida	Plantae	6	220
2889019	Rumex patientia	1866	2018	Magnoliopsida	Plantae	6	220
2889023	Rumex stenophyllus	1904	2017	Magnoliopsida	Plantae	6	220
2888943	Rumex confertus	1918	1918	Magnoliopsida	Plantae	6	220
2888946	Rumex longifolius	1857	2017	Magnoliopsida	Plantae	6	220
2888962	Rumex brownei	1895	1964	Magnoliopsida	Plantae	6	220
2888990	Rumex salicifolius	1913	2018	Magnoliopsida	Plantae	6	220
2888993	Rumex bucephalophorus	1928	1928	Magnoliopsida	Plantae	6	220
5333294	Castanea sativa	1873	2018	Magnoliopsida	Plantae	6	220
9148577	Alnus incana	1869	2018	Magnoliopsida	Plantae	6	220
2874680	Ecballium elaterium	1875	1875	Magnoliopsida	Plantae	6	220
2874508	Cucurbita pepo	1901	2018	Magnoliopsida	Plantae	6	220
2874655	Sicyos angulatus	1882	2015	Magnoliopsida	Plantae	6	220
2874621	Citrullus lanatus	1908	2017	Magnoliopsida	Plantae	6	220
2874570	Cucumis melo	1949	2017	Magnoliopsida	Plantae	6	220
7313595	Asarum europaeum	1811	2018	Magnoliopsida	Plantae	6	220
2873991	Aristolochia clematitis	1828	2018	Magnoliopsida	Plantae	6	220
8338793	Modiola caroliniana	1893	2017	Magnoliopsida	Plantae	6	220
5406789	Alcea rosea	1945	2018	Magnoliopsida	Plantae	6	220
3935421	Malope trifida	1905	2014	Magnoliopsida	Plantae	6	220
3152493	Anoda cristata	1940	2017	Magnoliopsida	Plantae	6	220
3152560	Hibiscus trionum	1892	2017	Magnoliopsida	Plantae	6	220
3152264	Malvastrum americanum	1892	2011	Magnoliopsida	Plantae	6	220
3940960	Malva punctata	1918	1918	Magnoliopsida	Plantae	6	220
3940423	Malva thuringiaca	1893	2017	Magnoliopsida	Plantae	6	220
3152372	Malva pusilla	1872	2018	Magnoliopsida	Plantae	6	220
3152377	Malva verticillata	1858	2017	Magnoliopsida	Plantae	6	220
3152378	Malva parviflora	1850	2018	Magnoliopsida	Plantae	6	220
3152367	Malva nicaeensis	1891	2016	Magnoliopsida	Plantae	6	220
3152614	Abutilon theophrasti	1929	2018	Magnoliopsida	Plantae	6	220
2874024	Tuberaria guttata	1837	1837	Magnoliopsida	Plantae	6	220
5334227	Lonicera caprifolium	1851	2018	Magnoliopsida	Plantae	6	220
5334242	Lonicera tatarica	1939	2017	Magnoliopsida	Plantae	6	220
7298858	Valerianella coronata	1823	1906	Magnoliopsida	Plantae	6	220
2888773	Valerianella eriocarpa	1813	1954	Magnoliopsida	Plantae	6	220
8355821	Cephalaria syriaca	1891	2011	Magnoliopsida	Plantae	6	220
2888816	Dipsacus sativus	1835	1953	Magnoliopsida	Plantae	6	220
2888814	Dipsacus laciniatus	1876	2018	Magnoliopsida	Plantae	6	220
3922770	Aconitum napellus giganteum	1835	2018	Magnoliopsida	Plantae	6	220
8246651	Adonis flammea	1864	2018	Magnoliopsida	Plantae	6	220
5371709	Adonis annua	1846	2018	Magnoliopsida	Plantae	6	220
5371702	Nigella damascena	1860	2018	Magnoliopsida	Plantae	6	220
3927790	Ranunculus gramineus	1850	1850	Magnoliopsida	Plantae	6	220
3033318	Ranunculus muricatus	1886	2017	Magnoliopsida	Plantae	6	220
3033434	Ranunculus parviflorus	1868	2018	Magnoliopsida	Plantae	6	220
3927746	Anemone apennina	1807	2018	Magnoliopsida	Plantae	6	220
3921611	Clematis flammula	1869	1958	Magnoliopsida	Plantae	6	220
3033543	Clematis recta	1834	2018	Magnoliopsida	Plantae	6	220
3033518	Clematis viticella	1864	2018	Magnoliopsida	Plantae	6	220
3033227	Eranthis hyemalis	1813	2018	Magnoliopsida	Plantae	6	220
3033131	Thalictrum aquilegifolium	1856	2018	Magnoliopsida	Plantae	6	220
6374953	Helleborus orientalis	1947	2018	Magnoliopsida	Plantae	6	220
3033107	Helleborus niger	1792	1888	Magnoliopsida	Plantae	6	220
3033757	Delphinium elatum	1949	2017	Magnoliopsida	Plantae	6	220
7695021	Epimedium alpinum	1847	2018	Magnoliopsida	Plantae	6	220
3033868	Berberis aquifolium	1906	2018	Magnoliopsida	Plantae	6	220
7315023	Roemeria hybrida	1927	2016	Magnoliopsida	Plantae	6	220
5530881	Corydalis cava	1861	2018	Magnoliopsida	Plantae	6	220
5530829	Corydalis cheilanthifolia	1918	2014	Magnoliopsida	Plantae	6	220
5334188	Glaucium corniculatum	1880	2011	Magnoliopsida	Plantae	6	220
2888485	Argemone mexicana	1891	1957	Magnoliopsida	Plantae	6	220
3602069	Papaver somniferum somniferum	1854	2018	Magnoliopsida	Plantae	6	220
2888446	Papaver hybridum	1880	2017	Magnoliopsida	Plantae	6	220
2888553	Dicentra formosa	1916	2017	Magnoliopsida	Plantae	6	220
7315063	Pseudofumaria alba	1905	2018	Magnoliopsida	Plantae	6	220
2888513	Pseudofumaria lutea	1824	2018	Magnoliopsida	Plantae	6	220
2888559	Hypecoum pendulum	1903	2004	Magnoliopsida	Plantae	6	220
2888380	Eschscholzia californica	1888	2017	Magnoliopsida	Plantae	6	220
7628663	Viola cornuta	1835	1958	Magnoliopsida	Plantae	6	220
7901652	Viola wittrockiana	1935	2017	Magnoliopsida	Plantae	6	220
5646136	Elatine alsinastrum	1860	1863	Magnoliopsida	Plantae	6	220
3711564	Hypericum inodorum	1862	2017	Magnoliopsida	Plantae	6	220
3189497	Hypericum calycinum	1867	2017	Magnoliopsida	Plantae	6	220
5380041	Ricinus communis	1940	2015	Magnoliopsida	Plantae	6	220
3064269	Euphorbia esula tommasiniana	1850	2018	Magnoliopsida	Plantae	6	220
3064056	Euphorbia palustris	1838	2018	Magnoliopsida	Plantae	6	220
3066179	Euphorbia seguieriana	1858	2018	Magnoliopsida	Plantae	6	220
3066112	Euphorbia epithymoides	1937	2017	Magnoliopsida	Plantae	6	220
3066965	Euphorbia lathyris	1554	2018	Magnoliopsida	Plantae	6	220
3067054	Euphorbia humifusa	1880	2018	Magnoliopsida	Plantae	6	220
5372647	Salix pentandra	1835	2015	Magnoliopsida	Plantae	6	220
2873926	Linum grandiflorum	1887	2013	Magnoliopsida	Plantae	6	220
2873861	Linum usitatissimum	1830	2018	Magnoliopsida	Plantae	6	220
2653321	Ephedra distachya	1842	2005	Gnetopsida	Plantae	6	282
2677047	Orthodontium lineare	1945	2018	Bryopsida	Plantae	6	327
2688189	Selaginella kraussiana	1887	2018	Lycopodiopsida	Plantae	6	245
2865526	Vallisneria spiralis	1864	2017	Liliopsida	Plantae	6	196
5329212	Elodea nuttallii	1939	2018	Liliopsida	Plantae	6	196
2865448	Elodea canadensis	1860	2018	Liliopsida	Plantae	6	196
2873769	Acorus calamus	1680	2018	Liliopsida	Plantae	6	196
6109699	Phoenix dactylifera	1945	2017	Liliopsida	Plantae	6	196
5299675	Tulipa gesneriana	1850	2018	Liliopsida	Plantae	6	196
5299536	Tulipa sylvestris	1800	2018	Liliopsida	Plantae	6	196
2753146	Lilium martagon	1912	2018	Liliopsida	Plantae	6	196
2778358	Asphodelus tenuifolius	1887	1920	Liliopsida	Plantae	6	196
2781074	Hemerocallis fulva	1935	2018	Liliopsida	Plantae	6	196
2784401	Traunsteinera globosa	1812	1812	Liliopsida	Plantae	6	196
2840931	Goodyera repens	1902	2018	Liliopsida	Plantae	6	196
9177060	Allium scorodoprasum	1925	2018	Liliopsida	Plantae	6	196
2855968	Allium carinatum	1811	2017	Liliopsida	Plantae	6	196
2855860	Allium schoenoprasum	1836	2018	Liliopsida	Plantae	6	196
2855356	Galanthus nivalis	1939	2018	Liliopsida	Plantae	6	196
2858581	Narcissus poeticus	1868	2018	Liliopsida	Plantae	6	196
5296178	Sisyrinchium montanum	1939	2018	Liliopsida	Plantae	6	196
5298126	Iris sibirica	1850	2017	Liliopsida	Plantae	6	196
5298069	Iris germanica	1870	2018	Liliopsida	Plantae	6	196
5298675	Iris pumila	1888	2018	Liliopsida	Plantae	6	196
5304257	Hyacinthoides hispanica	1882	2018	Liliopsida	Plantae	6	196
2769766	Ruscus aculeatus	1800	2018	Liliopsida	Plantae	6	196
2773281	Ornithogalum nutans	1835	2014	Liliopsida	Plantae	6	196
2773453	Ornithogalum divergens	1919	2018	Liliopsida	Plantae	6	196
2764179	Commelina communis	1947	2015	Liliopsida	Plantae	6	196
2765272	Tradescantia virginiana	1946	2017	Liliopsida	Plantae	6	196
5289492	Typha minima	1827	2016	Liliopsida	Plantae	6	196
7070211	Cyperus longus longus	1911	2018	Liliopsida	Plantae	6	196
2715482	Cyperus eragrostis	1896	2018	Liliopsida	Plantae	6	196
7810452	Dasypyrum villosum	1887	2017	Liliopsida	Plantae	6	196
7998563	Diplachne fusca fusca	1911	1953	Liliopsida	Plantae	6	196
8257546	Diplachne fusca fascicularis	1831	2016	Liliopsida	Plantae	6	196
6109637	Cynodon dactylon	1813	2018	Liliopsida	Plantae	6	196
5289781	Aegilops geniculata	1854	1973	Liliopsida	Plantae	6	196
5289783	Aegilops cylindrica	1876	2014	Liliopsida	Plantae	6	196
5289731	Cenchrus longispinus	1888	2004	Liliopsida	Plantae	6	196
5289752	Phalaris minor	1850	2017	Liliopsida	Plantae	6	196
5289756	Phalaris arundinacea	1861	2017	Liliopsida	Plantae	6	196
5289758	Phalaris paradoxa	1850	2016	Liliopsida	Plantae	6	196
5289745	Phalaris brachystachys	1906	2016	Liliopsida	Plantae	6	196
5289744	Phalaris canariensis	1847	2018	Liliopsida	Plantae	6	196
7226776	Setaria verticillata verticillata	1800	2018	Liliopsida	Plantae	6	196
