taxonKey,scientificName,kingdom,phylum,order,class,genus,family,species,rank,includes
2888990,Rumex salicifolius Weinm.,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex salicifolius,SPECIES,2888990: Rumex salicifolius Weinm.
2888995,Rumex acetosella L.,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex acetosella,SPECIES,2888995: Rumex acetosella L. | 2889003: Rumex tenuifolius (Wallr.) A.Löve | 6709300: Rumex acetosella subsp. acetosella | 7967405: Rumex acetosella subsp. tenuifolius (Wallr.) O.Schwarz
2889000,Rumex angiocarpus Murb.,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex angiocarpus,SPECIES,9630289: Rumex acetosella subsp. angiocarpus (Murb.) Murb.
2889005,Rumex kerneri Borbás,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex kerneri,SPECIES,2889005: Rumex kerneri Borbás | 4034971: Rumex cristatus subsp. kerneri (Borbás) J.R.Akeroyd & D.A.Webb
2889010,Rumex cristatus DC.,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex cristatus,SPECIES,2889010: Rumex cristatus DC.
2889011,Rumex obtusifolius L.,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex obtusifolius,SPECIES,2889011: Rumex obtusifolius L. | 7344611: Rumex obtusifolius subsp. obtusifolius | 7901010: Rumex obtusifolius subsp. sylvestris (Lam.) Celak.
2889019,Rumex patientia L.,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex patientia,SPECIES,2889019: Rumex patientia L.
2889023,Rumex stenophyllus Ledeb.,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex stenophyllus,SPECIES,2889023: Rumex stenophyllus Ledeb.
2889035,Rumex pratensis Mert. & Koch,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex pratensis,SPECIES,2889035: Rumex pratensis Mert. & Koch
2889037,Rumex rugosus Campd.,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex rugosus,SPECIES,2889037: Rumex rugosus Campd.
2889088,Reynoutria sachalinensis Nakai,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Reynoutria,Polygonaceae,Reynoutria sachalinensis,SPECIES,2889088: Reynoutria sachalinensis Nakai | 5334293: Fallopia sachalinensis (Friedrich Schmidt Petrop.) Ronse Decraene
2889173,Reynoutria japonica Houtt.,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Reynoutria,Polygonaceae,Reynoutria japonica,SPECIES,2889173: Reynoutria japonica Houtt. | 5334352: Polygonum cuspidatum Sieb. & Zucc. | 5334357: Fallopia japonica (Houtt.) Ronse Decraene | 7128523: Fallopia japonica var. japonica | 8361333: Fallopia compacta (Hook.fil.) G.H.Loos & P.Keil
2889198,Persicaria pensylvanica (L.) M.Gómez,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Persicaria,Polygonaceae,Persicaria pensylvanica,SPECIES,5334366: Polygonum pensylvanicum L.
2889229,Persicaria orientalis (L.) Spach,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Persicaria,Polygonaceae,Persicaria orientalis,SPECIES,2889229: Persicaria orientalis (L.) Spach | 5334392: Polygonum orientale L.
2889262,Persicaria lapathifolia (L.) Gray,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Persicaria,Polygonaceae,Persicaria lapathifolia,SPECIES,2889262: Persicaria lapathifolia (L.) Gray | 4034745: Persicaria lapathifolia subsp. mesomorpha (Danser) Sojak | 4034775: Persicaria lapathifolia subsp. leptoclada (Danser) Wissk. | 4034856: Persicaria lapathifolia subsp. brittingeri (Opiz) Soják | 5334412: Polygonum lapathifolium subsp. pallidum (With.) Fries | 7291486: Persicaria lapathifolia subsp. lapathifolia | 7530516: Persicaria lapathifolia subsp. pallida (With.) Á.Löve | 7559789: Persicaria lapathifolia var. lapathifolia | 7762353: Polygonum lapathifolium L. | 7820611: Persicaria lapathifolia (L.) Delarbre | 7896446: Polygonum lapathifolium subsp. nodosum (Pers.) Schübler & Martens | 8079482: Polygonum lapathifolium subsp. tomentosum (Schrank) Danser | 8139856: Polygonum lapathifolium subsp. lapathifolium | 8275664: Polygonum lapathifolium subsp. mesomorphum Danser | 8315160: Polygonum lapathifolium subsp. brittingeri (Opiz) Soó
2889304,Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Persicaria,Polygonaceae,Persicaria capitata,SPECIES,2889304: Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross | 5334454: Polygonum capitatum Buch.-Ham. ex D.Don
2889373,Fagopyrum esculentum Moench,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Fagopyrum,Polygonaceae,Fagopyrum esculentum,SPECIES,2889373: Fagopyrum esculentum Moench | 5334482: Polygonum fagopyrum L.
2889378,Fagopyrum tataricum Gaertn.,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Fagopyrum,Polygonaceae,Fagopyrum tataricum,SPECIES,2889378: Fagopyrum tataricum Gaertn.
2889828,Viscum album L.,Plantae,Tracheophyta,Santalales,Magnoliopsida,Viscum,Santalaceae,Viscum album,SPECIES,2889828: Viscum album L. | 7295709: Viscum album subsp. album
2889934,Tropaeolum majus L.,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Tropaeolum,Tropaeolaceae,Tropaeolum majus,SPECIES,2889934: Tropaeolum majus L.
2890035,Geranium ×oxonianum Yeo,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium oxonianum,SPECIES,2890035: Geranium ×oxonianum Yeo
2890040,Geranium dissectum L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium dissectum,SPECIES,2890040: Geranium dissectum L.
2890122,Geranium pyrenaicum Burm.f.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium pyrenaicum,SPECIES,2890122: Geranium pyrenaicum Burm.f.
2890212,Geranium pusillum L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium pusillum,SPECIES,2890212: Geranium pusillum L.
2890287,Geranium nodosum L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium nodosum,SPECIES,2890287: Geranium nodosum L.
2890502,Geranium endressii J.Gay,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium endressii,SPECIES,2890502: Geranium endressii J.Gay
2890536,Geranium palustre L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium palustre,SPECIES,2890536: Geranium palustre L.
2890541,Geranium purpureum Vill.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium purpureum,SPECIES,2890541: Geranium purpureum Vill.
2890560,Geranium lucidum L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium lucidum,SPECIES,2890560: Geranium lucidum L.
2890603,Geranium columbinum L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium columbinum,SPECIES,2890603: Geranium columbinum L.
2890623,Geranium carolinianum L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium carolinianum,SPECIES,2890623: Geranium carolinianum L.
2890651,Geranium psilostemon Ledeb.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium psilostemon,SPECIES,2890651: Geranium psilostemon Ledeb.
2890668,Geranium robertianum L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium robertianum,SPECIES,2890668: Geranium robertianum L. | 6711073: Geranium robertianum subsp. robertianum | 7412620: Geranium robertianum var. genuinum Godr.
2890920,Geranium sanguineum L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium sanguineum,SPECIES,2890920: Geranium sanguineum L.
2890996,Geranium aequale (Bab.) C.Aedo,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium aequale,SPECIES,2890996: Geranium aequale (Bab.) C.Aedo
2891031,Geranium rotundifolium L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium rotundifolium,SPECIES,2891031: Geranium rotundifolium L.
2891079,Geranium macrorrhizum L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium macrorrhizum,SPECIES,2891079: Geranium macrorrhizum L.
2891147,Geranium sylvaticum L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium sylvaticum,SPECIES,2891147: Geranium sylvaticum L.
2891304,Geranium pratense L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium pratense,SPECIES,2891304: Geranium pratense L.
2891390,Geranium phaeum L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium phaeum,SPECIES,2891390: Geranium phaeum L.
2891488,Geranium molle L.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium molle,SPECIES,2891488: Geranium molle L.
2891620,Erodium cicutarium Welw. ex Lange,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Erodium,Geraniaceae,Erodium cicutarium,SPECIES,2891620: Erodium cicutarium Welw. ex Lange
2891624,Erodium cygnorum Nees,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Erodium,Geraniaceae,Erodium cygnorum,SPECIES,2891624: Erodium cygnorum Nees
2891628,Erodium botrys Bertol.,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Erodium,Geraniaceae,Erodium botrys,SPECIES,2891628: Erodium botrys Bertol.
2891664,Oxalis articulata Savign.,Plantae,Tracheophyta,Oxalidales,Magnoliopsida,Oxalis,Oxalidaceae,Oxalis articulata,SPECIES,2891664: Oxalis articulata Savign.
2891677,Oxalis dillenii Jacq.,Plantae,Tracheophyta,Oxalidales,Magnoliopsida,Oxalis,Oxalidaceae,Oxalis dillenii,SPECIES,2891677: Oxalis dillenii Jacq.
2891701,Oxalis fontana Bunge,Plantae,Tracheophyta,Oxalidales,Magnoliopsida,Oxalis,Oxalidaceae,Oxalis fontana,SPECIES,2891701: Oxalis fontana Bunge
2891707,Oxalis debilis Kunth,Plantae,Tracheophyta,Oxalidales,Magnoliopsida,Oxalis,Oxalidaceae,Oxalis debilis,SPECIES,2891707: Oxalis debilis Kunth | 3626865: Oxalis corymbosa DC.
2891755,Oxalis latifolia Kunth,Plantae,Tracheophyta,Oxalidales,Magnoliopsida,Oxalis,Oxalidaceae,Oxalis latifolia,SPECIES,2891755: Oxalis latifolia Kunth
2891770,Impatiens glandulifera Royle,Plantae,Tracheophyta,Ericales,Magnoliopsida,Impatiens,Balsaminaceae,Impatiens glandulifera,SPECIES,2891770: Impatiens glandulifera Royle | 2891771: Impatiens roylei Walpers
2891774,Impatiens capensis Meerb.,Plantae,Tracheophyta,Ericales,Magnoliopsida,Impatiens,Balsaminaceae,Impatiens capensis,SPECIES,2891774: Impatiens capensis Meerb.
2891779,Impatiens noli-tangere L.,Plantae,Tracheophyta,Ericales,Magnoliopsida,Impatiens,Balsaminaceae,Impatiens noli-tangere,SPECIES,2891779: Impatiens noli-tangere L.
2891782,Impatiens parviflora DC.,Plantae,Tracheophyta,Ericales,Magnoliopsida,Impatiens,Balsaminaceae,Impatiens parviflora,SPECIES,2891782: Impatiens parviflora DC.
2891783,Impatiens balfourii Hook.f.,Plantae,Tracheophyta,Ericales,Magnoliopsida,Impatiens,Balsaminaceae,Impatiens balfourii,SPECIES,2891783: Impatiens balfourii Hook.f.
2892272,Rubia tinctorum L.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Rubia,Rubiaceae,Rubia tinctorum,SPECIES,2892272: Rubia tinctorum L.
2913128,Galium elongatum Presl,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium elongatum,SPECIES,2913128: Galium elongatum Presl | 6288878: Galium palustre subsp. elongatum (C.Presl) Lange | 9804290: Galium palustre subsp. elongatum (C.Presl) Arcang.
2913130,Galium palustre L.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium palustre,SPECIES,2913130: Galium palustre L. | 8912608: Galium palustre f. palustre
2913169,Galium parisiense L.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium parisiense,SPECIES,2913169: Galium parisiense L. | 2914818: Galium parisiense var. leiocarpum Tausch
2913214,Galium spurium L.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium spurium,SPECIES,2913214: Galium spurium L.
2913288,Galium sylvaticum L.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium sylvaticum,SPECIES,2913288: Galium sylvaticum L.
2913452,Galium tricornutum Dandy,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium tricornutum,SPECIES,2913452: Galium tricornutum Dandy
2913548,Galium aparine L.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium aparine,SPECIES,2913548: Galium aparine L.
2913556,Galium uliginosum L.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium uliginosum,SPECIES,2913556: Galium uliginosum L.
2913727,Galium debile Desv.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium debile,SPECIES,2913727: Galium debile Desv.
2913931,Galium album Mill.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium album,SPECIES,2913931: Galium album Mill. | 7775252: Galium mollugo subsp. erectum Syme
2914338,Galium boreale L.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium boreale,SPECIES,2914338: Galium boreale L.
2914515,Galium glaucum L.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium glaucum,SPECIES,2914515: Galium glaucum L.
2914547,Galium saxatile L.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium saxatile,SPECIES,2914547: Galium saxatile L. | 2914552: Galium hercynicum Weigel | 2914558: Galium harcynicum Weigel
2914590,Galium murale All.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium murale,SPECIES,2914590: Galium murale All.
2914642,Galium odoratum Scop.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium odoratum,SPECIES,2914642: Galium odoratum Scop. | 2914643: Asperula odorata L.
2914963,Galium pomeranicum Retz.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Galium,Rubiaceae,Galium pomeranicum,SPECIES,2914963: Galium pomeranicum Retz.
2916662,Asperula arvensis L.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Asperula,Rubiaceae,Asperula arvensis,SPECIES,2916662: Asperula arvensis L.
2917026,Asperula cynanchica L.,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Asperula,Rubiaceae,Asperula cynanchica,SPECIES,2917026: Asperula cynanchica L.
2924733,Pavetta ruwenzoriensis S.Moore,Plantae,Tracheophyta,Gentianales,Magnoliopsida,Pavetta,Rubiaceae,Pavetta ruwenzoriensis,SPECIES,2924733: Pavetta ruwenzoriensis S.Moore
2925351,Clerodendrum bungei Steud.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Clerodendrum,Lamiaceae,Clerodendrum bungei,SPECIES,2925351: Clerodendrum bungei Steud.
2925366,Clerodendrum trichotomum Thunb.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Clerodendrum,Lamiaceae,Clerodendrum trichotomum,SPECIES,2925366: Clerodendrum trichotomum Thunb.
2925496,Verbena rigida Spreng.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Verbena,Verbenaceae,Verbena rigida,SPECIES,2925496: Verbena rigida Spreng.
2925514,Verbena bonariensis L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Verbena,Verbenaceae,Verbena bonariensis,SPECIES,2925514: Verbena bonariensis L.
2925527,Verbena hastata L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Verbena,Verbenaceae,Verbena hastata,SPECIES,2925527: Verbena hastata L.
2925529,Verbena officinalis L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Verbena,Verbenaceae,Verbena officinalis,SPECIES,2925529: Verbena officinalis L.
2925756,Lappula squarrosa Dumort.,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Lappula,Boraginaceae,Lappula squarrosa,SPECIES,2925756: Lappula squarrosa Dumort. | 8266202: Lappula echinata Fritsch
2925815,Cynoglossum officinale L.,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Cynoglossum,Boraginaceae,Cynoglossum officinale,SPECIES,2925815: Cynoglossum officinale L.
2925816,Cynoglossum amabile Stapf & Drummond,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Cynoglossum,Boraginaceae,Cynoglossum amabile,SPECIES,2925816: Cynoglossum amabile Stapf & Drummond
2925870,Amsinckia menziesii (Lehm.) A.Nels.Macbr.,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Amsinckia,Boraginaceae,Amsinckia menziesii,SPECIES,4058401: Amsinckia micrantha Suksdorf
2925892,Echium vulgare L.,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Echium,Boraginaceae,Echium vulgare,SPECIES,2925892: Echium vulgare L.
2925895,Echium plantagineum L.,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Echium,Boraginaceae,Echium plantagineum,SPECIES,2925895: Echium plantagineum L.
2925901,Buglossoides arvensis (L.) I.M.Johnst.,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Buglossoides,Boraginaceae,Buglossoides arvensis,SPECIES,2925901: Buglossoides arvensis (L.) I.M.Johnst. | 2925902: Lithospermum arvense L.
2926042,Nonea lutea DC.,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Nonea,Boraginaceae,Nonea lutea,SPECIES,2926042: Nonea lutea DC.
2926045,Brunnera macrophylla I.M.Johnst.,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Brunnera,Boraginaceae,Brunnera macrophylla,SPECIES,2926045: Brunnera macrophylla I.M.Johnst.
2926048,Omphalodes verna Moench,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Omphalodes,Boraginaceae,Omphalodes verna,SPECIES,2926048: Omphalodes verna Moench
2926055,Asperugo procumbens L.,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Asperugo,Boraginaceae,Asperugo procumbens,SPECIES,2926055: Asperugo procumbens L.
2926065,Symphytum tuberosum L.,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Symphytum,Boraginaceae,Symphytum tuberosum,SPECIES,2926065: Symphytum tuberosum L.
2926066,Symphytum asperum Lepech.,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Symphytum,Boraginaceae,Symphytum asperum,SPECIES,2926066: Symphytum asperum Lepech. | 2926067: Symphytum asperrimum Sims
2926068,Symphytum uplandicum Nyman,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Symphytum,Boraginaceae,Symphytum uplandicum,SPECIES,2926068: Symphytum uplandicum Nyman
2926086,Lithospermum officinale L.,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Lithospermum,Boraginaceae,Lithospermum officinale,SPECIES,2926086: Lithospermum officinale L.
2926110,Borago officinalis L.,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Borago,Boraginaceae,Borago officinalis,SPECIES,2926110: Borago officinalis L.
2926130,Pentaglottis sempervirens (L.) L.H.Bailey,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Pentaglottis,Boraginaceae,Pentaglottis sempervirens,SPECIES,2926130: Pentaglottis sempervirens | 2926130: Pentaglottis sempervirens (L.) L.H.Bailey
2926332,Eritrichium nanum (L.) Schrader ex Gaudin,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Eritrichium,Boraginaceae,Eritrichium nanum,SPECIES,2926332: Eritrichium nanum (L.) Schrader ex Gaudin
2926557,Glechoma hederacea L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Glechoma,Lamiaceae,Glechoma hederacea,SPECIES,2926557: Glechoma hederacea L. | 7309246: Nepeta glechoma Benth.
2926572,Physostegia virginiana Benth.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Physostegia,Lamiaceae,Physostegia virginiana,SPECIES,2926572: Physostegia virginiana Benth.
2926612,Origanum vulgare L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Origanum,Lamiaceae,Origanum vulgare,SPECIES,2926612: Origanum vulgare L. | 6411141: Origanum vulgare subsp. hirtum (Link) Ietsw. | 7226093: Origanum vulgare subsp. vulgare | 7674922: Origanum vulgare var. albiflorum (K.Koch) Candargy | 8111832: Origanum vulgare subsp. prismaticum Gaudin
2926679,Lamium amplexicaule L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Lamium,Lamiaceae,Lamium amplexicaule,SPECIES,2926679: Lamium amplexicaule L. | 7308142: Lamium amplexicaule var. amplexicaule
2926682,Lamium purpureum L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Lamium,Lamiaceae,Lamium purpureum,SPECIES,2926682: Lamium purpureum L. | 4273231: Lamium purpureum var. incisum (Willd.) Pers. | 4931158: Lamium purpureum var. hybridum (Vill.) Vill. | 7226078: Lamium purpureum var. purpureum | 8941778: Lamium hybridum Vill.
2926683,Lamium album L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Lamium,Lamiaceae,Lamium album,SPECIES,2926683: Lamium album L. | 7308159: Lamium album subsp. album
2926684,Lamium maculatum L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Lamium,Lamiaceae,Lamium maculatum,SPECIES,2926684: Lamium maculatum L.
2926759,Scutellaria galericulata L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Scutellaria,Lamiaceae,Scutellaria galericulata,SPECIES,2926759: Scutellaria galericulata L.
2926884,Satureja montana L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Satureja,Lamiaceae,Satureja montana,SPECIES,2926884: Satureja montana L.
2926885,Satureja hortensis L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Satureja,Lamiaceae,Satureja hortensis,SPECIES,2926885: Satureja hortensis L.
2926894,Ballota nigra L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Ballota,Lamiaceae,Ballota nigra,SPECIES,2926894: Ballota nigra L. | 3882777: Ballota nigra subsp. foetida (Lam.) Hayek | 6409536: Ballota nigra subsp. nigra | 7411167: Ballota nigra subsp. meridionalis (Bég.) Bég.
2926901,Teucrium scorodonia L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Teucrium,Lamiaceae,Teucrium scorodonia,SPECIES,2926901: Teucrium scorodonia L.
2926903,Teucrium botrys L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Teucrium,Lamiaceae,Teucrium botrys,SPECIES,2926903: Teucrium botrys L.
2926945,Clinopodium vulgare L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Clinopodium,Lamiaceae,Clinopodium vulgare,SPECIES,2926945: Clinopodium vulgare L. | 2926947: Satureja vulgaris Fritsch | 3882490: Satureja clinopodium (Spenn.) Caruel
2926992,Salvia hispanica L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Salvia,Lamiaceae,Salvia hispanica,SPECIES,2926992: Salvia hispanica L.
2926995,Salvia verticillata L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Salvia,Lamiaceae,Salvia verticillata,SPECIES,2926995: Salvia verticillata L.
2927000,Salvia sclarea L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Salvia,Lamiaceae,Salvia sclarea,SPECIES,2927000: Salvia sclarea L.
2927001,Salvia reflexa Hornem.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Salvia,Lamiaceae,Salvia reflexa,SPECIES,2927001: Salvia reflexa Hornem.
2927004,Salvia officinalis L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Salvia,Lamiaceae,Salvia officinalis,SPECIES,2927004: Salvia officinalis L.
2927007,Salvia pratensis L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Salvia,Lamiaceae,Salvia pratensis,SPECIES,2927007: Salvia pratensis L.
2927026,Salvia glutinosa L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Salvia,Lamiaceae,Salvia glutinosa,SPECIES,2927026: Salvia glutinosa L.
2927028,Salvia nemorosa L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Salvia,Lamiaceae,Salvia nemorosa,SPECIES,2927028: Salvia nemorosa L.
2927069,Marrubium vulgare L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Marrubium,Lamiaceae,Marrubium vulgare,SPECIES,2927069: Marrubium vulgare L.
2927078,Ajuga reptans L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Ajuga,Lamiaceae,Ajuga reptans,SPECIES,2927078: Ajuga reptans L.
2927079,Ajuga genevensis L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Ajuga,Lamiaceae,Ajuga genevensis,SPECIES,2927079: Ajuga genevensis L.
2927080,Ajuga chamaepitys (L.) Schreb.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Ajuga,Lamiaceae,Ajuga chamaepitys,SPECIES,2927080: Ajuga chamaepitys (L.) Schreb.
2927096,Ocimum basilicum L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Ocimum,Lamiaceae,Ocimum basilicum,SPECIES,2927096: Ocimum basilicum L.
2927118,Clinopodium acinos Kuntze,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Clinopodium,Lamiaceae,Clinopodium acinos,SPECIES,2927116: Acinos arvensis (Lam.) Dandy | 2927117: Satureja acinos (L.) Scheele | 2927118: Clinopodium acinos Kuntze
2927175,Mentha spicata L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Mentha,Lamiaceae,Mentha spicata,SPECIES,2927175: Mentha spicata L. | 3895556: Mentha spicata subsp. glabrata (Lej. & Courtois) Lebeau | 7308335: Mentha spicata subsp. spicata
2927177,Mentha longifolia Huds.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Mentha,Lamiaceae,Mentha longifolia,SPECIES,2927177: Mentha longifolia (L.) Huds. | 7510173: Mentha longifolia (L.) L. | 8062104: Mentha sylvestris var. candicans Becker
2927181,Mentha dumetorum Schult.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Mentha,Lamiaceae,Mentha dumetorum,SPECIES,2927181: Mentha dumetorum Schult. | 8242002: Mentha ×piperita subsp. nepetoides (Lej.) Lebeau
2927189,Mentha pulegium L.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Mentha,Lamiaceae,Mentha pulegium,SPECIES,2927189: Mentha pulegium L. | 3891659: Pulegium vulgare Mill.
2927190,Mentha suaveolens Ehrh.,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Mentha,Lamiaceae,Mentha suaveolens,SPECIES,2927190: Mentha suaveolens Ehrh. | 8326946: Mentha rotundifolia var. meduanensis (Déségl. & T.Durand) Briq.
